,District,Year-Month,CommName,Year,Month,Arrivals,Model,Weighted_Modal
623,Karimnagar,2018-08-01,Paddy,2018,Aug,912.0,1427.6190476190477,1370.6617324561403
624,Karimnagar,2018-09-01,Cotton,2018,Sep,4834.0,5302.5,5363.230244104261
625,Karimnagar,2018-09-01,Maize,2018,Sep,299.0,1343.9545454545455,1363.1170568561872
626,Karimnagar,2018-09-01,Paddy,2018,Sep,1191.0,1443.888888888889,1476.3639798488664
627,Karimnagar,2018-10-01,Cotton,2018,Oct,43651.0,5435.731707317073,5414.239650867105
628,Karimnagar,2018-10-01,Maize,2018,Oct,37896.0,1524.2016129032259,1644.6557288368165
629,Karimnagar,2018-10-01,Paddy,2018,Oct,23455.8,1612.485,1701.2245443202391
630,Karimnagar,2018-11-01,Cotton,2018,Nov,28653.4,5401.827272727272,5447.87712278473
631,Karimnagar,2018-11-01,Maize,2018,Nov,21244.0,1578.8846153846155,1647.7069290152513
632,Karimnagar,2018-11-01,Paddy,2018,Nov,41581.6,1648.3657407407406,1685.866877817753
633,Karimnagar,2018-12-01,Cotton,2018,Dec,8352.86,5308.039548022599,5337.599454957144
634,Karimnagar,2018-12-01,Maize,2018,Dec,864.0,1633.6666666666667,1630.4571759259259
635,Karimnagar,2018-12-01,Paddy,2018,Dec,28566.2,1699.4603333333332,1737.620497301006
636,Karimnagar,2019-01-01,Cotton,2019,Jan,5506.3,5202.663793103448,5243.387964694985
637,Karimnagar,2019-01-01,Maize,2019,Jan,350.0,1803.0,1806.6
638,Karimnagar,2019-01-01,Paddy,2019,Jan,8237.0,1681.1881578947368,1742.7587673505727
639,Karimnagar,2019-02-01,Cotton,2019,Feb,7130.7,4988.511627906977,4953.099415204679
640,Karimnagar,2019-02-01,Maize,2019,Feb,2542.0,1863.3333333333333,1906.3969315499608
641,Karimnagar,2019-02-01,Paddy,2019,Feb,4507.0,1709.4713178294573,1770.217753864359
642,Karimnagar,2019-03-01,Cotton,2019,Mar,6174.0,5231.083333333333,5331.936831875608
643,Karimnagar,2019-03-01,Maize,2019,Mar,11168.0,1904.1,1919.3851181948423
644,Karimnagar,2019-03-01,Paddy,2019,Mar,1266.0,1651.8532258064515,1725.6193391258557
645,Karimnagar,2019-04-01,Cotton,2019,Apr,2790.0,5394.363636363636,5548.950537634409
646,Karimnagar,2019-04-01,Maize,2019,Apr,16496.0,2103.0,2125.321471871969
647,Karimnagar,2019-04-01,Paddy,2019,Apr,11662.0,1686.9732142857142,1585.5207440118907
648,Karimnagar,2019-05-01,Cotton,2019,May,644.0,5135.478260869565,5444.728260869565
649,Karimnagar,2019-05-01,Maize,2019,May,7061.0,2042.9555555555555,2071.203653873389
650,Karimnagar,2019-05-01,Paddy,2019,May,33371.0,1510.2222222222222,1562.5798947189676
651,Karimnagar,2019-06-01,Cotton,2019,Jun,331.0,4632.6,4925.151057401813
652,Karimnagar,2019-06-01,Maize,2019,Jun,1269.0,2052.7241379310344,2100.326241134752
653,Karimnagar,2019-06-01,Paddy,2019,Jun,2069.0,1460.5196078431372,1451.389962945062
654,Karimnagar,2019-07-01,Cotton,2019,Jul,2790.0,5429.7307692307695,5585.354121863799
655,Karimnagar,2019-07-01,Maize,2019,Jul,285.0,2354.6111111111113,2347.838596491228
656,Karimnagar,2019-07-01,Paddy,2019,Jul,722.0,1470.4464285714287,1530.8732686980609
657,Karimnagar,2019-08-01,Cotton,2019,Aug,1734.0,5549.736842105263,5602.776816608996
658,Karimnagar,2019-08-01,Maize,2019,Aug,92.0,2256.7272727272725,2236.7065217391305
659,Karimnagar,2019-08-01,Paddy,2019,Aug,360.0,1605.764705882353,1635.8236111111112
660,Karimnagar,2019-09-01,Cotton,2019,Sep,1243.0,5515.35,5599.034593724859
661,Karimnagar,2019-09-01,Maize,2019,Sep,80.0,2033.4444444444443,1977.7875
662,Karimnagar,2019-09-01,Paddy,2019,Sep,456.0,1552.9411764705883,1551.358552631579
663,Karimnagar,2019-10-01,Cotton,2019,Oct,10798.0,4276.78125,4392.408872013336
664,Karimnagar,2019-10-01,Maize,2019,Oct,1857.0,1936.72,1881.5379644588045
665,Karimnagar,2019-10-01,Paddy,2019,Oct,567.0,1510.0,1513.615520282187
666,Karimnagar,2019-11-01,Cotton,2019,Nov,49346.45,4403.426229508197,4812.951364789159
667,Karimnagar,2019-11-01,Maize,2019,Nov,46196.0,1715.625,1724.821975928652
668,Karimnagar,2019-11-01,Paddy,2019,Nov,44471.0,1745.5,1793.9718917946527
669,Karimnagar,2019-12-01,Cotton,2019,Dec,68664.6,4939.15,5139.983595258692
670,Karimnagar,2019-12-01,Maize,2019,Dec,5460.0,2003.595238095238,2003.9179487179488
671,Karimnagar,2019-12-01,Paddy,2019,Dec,34204.0,1775.0691056910568,1841.929019023116
672,Khammam,2016-10-01,Chillies(Dry),2016,Oct,382.0,5610.0,5610.0
673,Khammam,2016-10-01,Cotton,2016,Oct,69764.79999999997,4215.333333333333,4287.9386739444535
674,Khammam,2016-10-01,Maize,2016,Oct,1646.0,1278.8181818181818,1326.6464155528554
675,Khammam,2016-11-01,Chillies(Dry),2016,Nov,4409.0,5514.444444444444,5596.021773644818
676,Khammam,2016-11-01,Cotton,2016,Nov,137973.19999999995,4457.372881355932,4553.54172404496
677,Khammam,2016-11-01,Maize,2016,Nov,2447.0,1371.0,1375.2374335921536
678,Khammam,2016-12-01,Chillies(Dry),2016,Dec,50401.0,5610.0,5610.0
679,Khammam,2016-12-01,Cotton,2016,Dec,97847.0,4725.068493150685,4696.260079511891
680,Khammam,2016-12-01,Maize,2016,Dec,280.0,1365.625,1369.4285714285713
681,Khammam,2016-12-01,Paddy,2016,Dec,1436.0,1478.0,1470.3899721448468
682,Khammam,2017-01-01,Chillies(Dry),2017,Jan,85133.19999999998,5610.0,5610.0
683,Khammam,2017-01-01,Cotton,2017,Jan,88433.0,5017.045454545455,4911.357751065779
684,Khammam,2017-01-01,Maize,2017,Jan,280.0,1370.0,1352.5714285714287
685,Khammam,2017-01-01,Paddy,2017,Jan,1360.0,1450.0,1450.0
686,Khammam,2017-02-01,Chillies(Dry),2017,Feb,107933.19999999995,5595.882352941177,5594.508640529513
687,Khammam,2017-02-01,Cotton,2017,Feb,55002.0,5035.074626865671,4914.275844514745
688,Khammam,2017-02-01,Maize,2017,Feb,189.0,1386.0,1392.6984126984128
689,Khammam,2017-02-01,Paddy,2017,Feb,510.0,1470.0,1470.0
690,Khammam,2017-03-01,Chillies(Dry),2017,Mar,111468.79999999993,5165.625,5165.625
691,Khammam,2017-03-01,Cotton,2017,Mar,25496.0,4860.658536585366,4517.60538908064
692,Khammam,2017-03-01,Maize,2017,Mar,1725.0,1349.3529411764705,1351.9495652173914
693,Khammam,2017-04-01,Chillies(Dry),2017,Apr,62701.19999999996,3786.1111111111113,3786.1111111111113
694,Khammam,2017-04-01,Cotton,2017,Apr,20153.0,4547.333333333333,4572.234506028879
695,Khammam,2017-04-01,Maize,2017,Apr,1327.0,1360.0,1385.4709871891484
696,Khammam,2017-04-01,Paddy,2017,Apr,2291.2,1510.0,1510.0000000000002
697,Khammam,2017-05-01,Chillies(Dry),2017,May,80304.99999999996,3141.6666666666665,3137.27351970612
698,Khammam,2017-06-01,Chillies(Dry),2017,Jun,106357.59999999995,2540.277777777778,2466.4812857755346
699,Khammam,2017-06-01,Cotton,2017,Jun,20040.0,4550.0,4608.217315369261
700,Khammam,2017-06-01,Maize,2017,Jun,232.0,1342.857142857143,1380.4094827586207
701,Khammam,2017-07-01,Chillies(Dry),2017,Jul,60114.0,2331.9444444444443,2326.9621053332003
702,Khammam,2017-07-01,Cotton,2017,Jul,23636.0,4521.428571428572,4529.359874767304
703,Khammam,2017-07-01,Maize,2017,Jul,58.0,1367.857142857143,1360.7758620689656
704,Khammam,2017-08-01,Chillies(Dry),2017,Aug,32739.0,2267.222222222222,2267.563456428113
705,Khammam,2017-08-01,Cotton,2017,Aug,14921.0,4628.409090909091,4642.688157630186
706,Khammam,2017-08-01,Maize,2017,Aug,55.0,1260.0,1323.6363636363637
707,Khammam,2017-09-01,Chillies(Dry),2017,Sep,17555.0,2657.3529411764707,2612.9108516092283
708,Khammam,2017-09-01,Cotton,2017,Sep,8169.0,4536.894736842105,4482.399069653568
709,Khammam,2017-09-01,Maize,2017,Sep,28.0,1168.75,1168.75
710,Khammam,2017-10-01,Chillies(Dry),2017,Oct,9537.0,2413.157894736842,2416.194820174059
711,Khammam,2017-10-01,Cotton,2017,Oct,101853.99999999996,4031.9347826086955,3952.5520274117853
712,Khammam,2017-10-01,Maize,2017,Oct,1555.0,1198.6842105263158,1215.043729903537
713,Khammam,2017-11-01,Chillies(Dry),2017,Nov,12852.0,2830.2380952380954,2781.7110177404297
714,Khammam,2017-11-01,Cotton,2017,Nov,165397.69999999992,4128.056818181818,4203.4898023068035
715,Khammam,2017-11-01,Maize,2017,Nov,3603.0,1176.1363636363637,1196.0657785179017
716,Khammam,2017-12-01,Chillies(Dry),2017,Dec,11495.0,4749.375,4929.172683775555
717,Khammam,2017-12-01,Cotton,2017,Dec,94521.65,4494.380952380952,4560.811377869514
718,Khammam,2017-12-01,Maize,2017,Dec,542.0,1153.3333333333333,1149.9261992619927
719,Khammam,2018-01-01,Chillies(Dry),2018,Jan,75729.19999999998,5609.473684210527,5609.6837415422315
720,Khammam,2018-01-01,Cotton,2018,Jan,84789.0,4616.222222222223,4604.589156612296
721,Khammam,2018-01-01,Maize,2018,Jan,276.0,1148.0,1142.427536231884
722,Khammam,2018-01-01,Onions,2018,Jan,21.0,3166.6666666666665,3166.6666666666665
723,Khammam,2018-02-01,Chillies(Dry),2018,Feb,96483.39999999994,5610.0,5610.000000000001
724,Khammam,2018-02-01,Cotton,2018,Feb,38770.0,4383.333333333333,4382.187258189321
725,Khammam,2018-02-01,Maize,2018,Feb,700.0,1162.3846153846155,1146.3857142857144
726,Khammam,2018-03-01,Chillies(Dry),2018,Mar,126300.29999999993,5055.294117647059,5595.780342564507
727,Khammam,2018-03-01,Cotton,2018,Mar,42718.0,4272.727272727273,4271.974343368135
728,Khammam,2018-03-01,Maize,2018,Mar,988.0,1127.0,1125.568825910931
729,Khammam,2018-04-01,Chillies(Dry),2018,Apr,133872.15999999992,5209.666666666667,5597.889714336424
730,Khammam,2018-04-01,Cotton,2018,Apr,42498.0,4319.047619047619,4321.026871852793
731,Khammam,2018-04-01,Maize,2018,Apr,2382.0,1111.578947368421,1108.0247691015952
732,Khammam,2018-04-01,Onions,2018,Apr,6703.0,4200.0,4200.0
733,Khammam,2018-05-01,Chillies(Dry),2018,May,60821.399999999965,5610.0,5610.0
734,Khammam,2018-05-01,Cotton,2018,May,20098.0,4454.545454545455,4461.105582645039
735,Khammam,2018-05-01,Maize,2018,May,7885.0,1100.0,1100.0
736,Khammam,2018-05-01,Onions,2018,May,86.0,1100.0,1100.0
737,Khammam,2018-06-01,Chillies(Dry),2018,Jun,12833.6,5434.545454545455,5448.183674105473
738,Khammam,2018-06-01,Cotton,2018,Jun,46713.399999999994,5000.666666666667,5010.843269811232
739,Khammam,2018-06-01,Maize,2018,Jun,1688.6,1173.7333333333333,1177.9178017292431
740,Khammam,2018-07-01,Chillies(Dry),2018,Jul,7954.8,5076.666666666667,5035.650173480163
741,Khammam,2018-07-01,Cotton,2018,Jul,37142.0,5235.294117647059,5219.380754940498
742,Khammam,2018-07-01,Maize,2018,Jul,838.8,1141.875,1140.149022412971
743,Khammam,2018-08-01,Chillies(Dry),2018,Aug,6110.2,4553.9473684210525,4595.528787928382
744,Khammam,2018-08-01,Cotton,2018,Aug,11921.0,5383.809523809524,5366.111064508011
745,Khammam,2018-08-01,Maize,2018,Aug,275.0,1151.923076923077,1146.8909090909092
746,Khammam,2018-09-01,Chillies(Dry),2018,Sep,4567.0,3755.769230769231,3807.7074666082767
747,Khammam,2018-09-01,Cotton,2018,Sep,4168.4,5401.1875,5415.227905191441
748,Khammam,2018-09-01,Maize,2018,Sep,274.0,1198.7777777777778,1226.6678832116788
749,Khammam,2018-10-01,Chillies(Dry),2018,Oct,1803.0,3700.0,3677.8424847476426
750,Khammam,2018-10-01,Cotton,2018,Oct,65793.44,5313.107142857143,5401.740568664596
751,Khammam,2018-10-01,Maize,2018,Oct,434.0,1216.3333333333333,1243.467741935484
752,Khammam,2018-11-01,Chillies(Dry),2018,Nov,4547.0,4230.0,4208.618869584341
753,Khammam,2018-11-01,Cotton,2018,Nov,100981.54,5356.976744186047,5362.135921080228
754,Khammam,2018-11-01,Maize,2018,Nov,552.0,1412.1176470588234,1422.8804347826087
755,Khammam,2018-12-01,Chillies(Dry),2018,Dec,8653.0,5610.0,5610.0
756,Khammam,2018-12-01,Cotton,2018,Dec,32120.0,5283.088235294118,5274.3664383561645
757,Khammam,2018-12-01,Maize,2018,Dec,101.0,1530.7142857142858,1582.3762376237623
758,Khammam,2019-01-01,Chillies(Dry),2019,Jan,49127.39999999999,5495.0,5561.005955943119
759,Khammam,2019-01-01,Cotton,2019,Jan,36729.0,5312.051282051282,5259.435868115113
760,Khammam,2019-01-01,Maize,2019,Jan,139.0,1619.1666666666667,1642.0503597122301
761,Khammam,2019-02-01,Chillies(Dry),2019,Feb,104501.99999999994,5610.0,5610.0
762,Khammam,2019-02-01,Cotton,2019,Feb,27941.0,5236.09756097561,5230.691278050177
763,Khammam,2019-02-01,Maize,2019,Feb,168.0,1778.375,1798.0535714285713
764,Khammam,2019-03-01,Chillies(Dry),2019,Mar,124531.79999999993,5610.0,5610.0
765,Khammam,2019-03-01,Cotton,2019,Mar,25137.0,5366.486486486487,5431.366511516888
766,Khammam,2019-03-01,Maize,2019,Mar,484.0,1781.923076923077,1775.857438016529
767,Khammam,2019-03-01,Onions,2019,Mar,2245.0,3500.0,3500.0
768,Khammam,2019-04-01,Chillies(Dry),2019,Apr,105002.79999999996,5610.0,5610.0
769,Khammam,2019-04-01,Cotton,2019,Apr,18550.0,5610.0,5610.0
770,Khammam,2019-04-01,Maize,2019,Apr,1733.0,1949.4117647058824,1931.9734564339296
771,Khammam,2019-05-01,Chillies(Dry),2019,May,17770.0,5610.0,5610.0
772,Khammam,2019-05-01,Cotton,2019,May,7310.0,5610.0,5610.0
773,Khammam,2019-05-01,Maize,2019,May,2031.0,1860.625,1868.07976366322
774,Khammam,2019-06-01,Chillies(Dry),2019,Jun,4406.0,5259.375,5274.591466182478
775,Khammam,2019-06-01,Cotton,2019,Jun,4786.0,5595.5,5597.415378186377
776,Khammam,2019-06-01,Maize,2019,Jun,364.0,1953.3333333333333,1974.3956043956043
777,Khammam,2019-07-01,Chillies(Dry),2019,Jul,4409.4,4827.142857142857,4806.404499478387
778,Khammam,2019-07-01,Cotton,2019,Jul,6781.0,5564.8,5581.84869488276
779,Khammam,2019-07-01,Maize,2019,Jul,125.0,2046.875,2028.2
780,Khammam,2019-08-01,Chillies(Dry),2019,Aug,1609.0,4847.333333333333,4801.802361715351
781,Khammam,2019-08-01,Cotton,2019,Aug,3185.0,5593.684210526316,5607.469387755102
782,Khammam,2019-08-01,Maize,2019,Aug,42.0,2025.0,2041.6666666666667
783,Khammam,2019-09-01,Chillies(Dry),2019,Sep,1307.0,4617.64705882353,4597.16908951798
784,Khammam,2019-09-01,Cotton,2019,Sep,3401.0,5610.0,5610.0
785,Khammam,2019-09-01,Maize,2019,Sep,21.0,1966.6666666666667,1966.6666666666667
786,Khammam,2019-10-01,Chillies(Dry),2019,Oct,716.0,4889.411764705882,4917.5
787,Khammam,2019-10-01,Cotton,2019,Oct,13194.0,4858.5,4398.866909201152
788,Khammam,2019-10-01,Maize,2019,Oct,297.0,1722.125,1779.2929292929293
789,Khammam,2019-11-01,Chillies(Dry),2019,Nov,1373.2,5140.0,5159.598019225167
790,Khammam,2019-11-01,Cotton,2019,Nov,130019.60999999997,4644.166666666667,4719.0567972015915
791,Khammam,2019-11-01,Maize,2019,Nov,2449.0,1643.8181818181818,1629.294405879951
792,Khammam,2019-12-01,Chillies(Dry),2019,Dec,24710.0,5478.421052631579,5592.326183731283
793,Khammam,2019-12-01,Cotton,2019,Dec,165509.0599999999,5019.71875,5019.07567960328
794,Khammam,2019-12-01,Maize,2019,Dec,681.0,1845.5263157894738,1840.4919236417034
795,Komarambheem (Asifabad),2016-11-01,Cotton,2016,Nov,135669.59999999998,4792.972972972973,4806.8096316345
796,Komarambheem (Asifabad),2016-12-01,Cotton,2016,Dec,210764.89999999994,4896.25,4924.533786223417
797,Komarambheem (Asifabad),2016-12-01,Paddy,2016,Dec,1550.0,2010.0,1961.6129032258063
798,Komarambheem (Asifabad),2017-01-01,Cotton,2017,Jan,126549.09999999999,5365.564516129032,5391.853557235888
799,Komarambheem (Asifabad),2017-02-01,Cotton,2017,Feb,113277.59999999999,5416.129032258064,5531.064394019648
800,Komarambheem (Asifabad),2017-03-01,Cotton,2017,Mar,102607.84,5400.862068965517,5483.2903119293815
801,Komarambheem (Asifabad),2017-04-01,Cotton,2017,Apr,32601.0,5389.473684210527,5427.5681727554365
802,Komarambheem (Asifabad),2017-10-01,Cotton,2017,Oct,3399.0,3991.6666666666665,3988.5848779052662
803,Komarambheem (Asifabad),2017-11-01,Cotton,2017,Nov,81935.0,4209.625,4256.339342161469
804,Komarambheem (Asifabad),2017-12-01,Cotton,2017,Dec,144371.59999999998,4729.545454545455,4730.944174616061
805,Komarambheem (Asifabad),2018-01-01,Cotton,2018,Jan,140497.0,4968.222222222223,4973.289251727795
806,Komarambheem (Asifabad),2018-02-01,Cotton,2018,Feb,96772.0,4796.547619047619,4795.91984251643
807,Komarambheem (Asifabad),2018-03-01,Cotton,2018,Mar,35001.0,4609.375,4604.732721922231
808,Komarambheem (Asifabad),2018-10-01,Cotton,2018,Oct,793.0,5483.333333333333,5484.867591424969
809,Komarambheem (Asifabad),2018-11-01,Cotton,2018,Nov,108199.59999999999,5574.2,5561.8770309686915
810,Komarambheem (Asifabad),2018-12-01,Cotton,2018,Dec,46020.0,5467.619047619048,5464.211429813125
811,Komarambheem (Asifabad),2019-02-01,Cotton,2019,Feb,182006.0,5371.195652173913,5384.2495577068885
812,Komarambheem (Asifabad),2019-03-01,Cotton,2019,Mar,5409.0,5250.0,5288.722499537807
813,Komarambheem (Asifabad),2019-11-01,Cotton,2019,Nov,1480.0,4800.0,4861.621621621622
814,Mahabubabad,2015-10-01,Cotton,2015,Oct,131.0,3981.6666666666665,3971.6030534351144
815,Mahabubabad,2015-10-01,Maize,2015,Oct,2295.0,1368.2857142857142,1368.8187363834422
816,Mahabubabad,2015-10-01,Paddy,2015,Oct,738.0,1959.2142857142858,1923.949864498645
817,Mahabubabad,2015-11-01,Cotton,2015,Nov,16725.0,3936.0,3936.555754857997
818,Mahabubabad,2015-11-01,Maize,2015,Nov,5801.0,1531.157894736842,1536.4559558696776
819,Mahabubabad,2015-11-01,Paddy,2015,Nov,16616.0,1716.2941176470588,1695.0520582571016
820,Mahabubabad,2016-10-01,Cotton,2016,Oct,10642.0,4882.5,4820.623942867882
821,Mahabubabad,2016-10-01,Maize,2016,Oct,93382.4,1488.7222222222222,1512.3153677780822
822,Mahabubabad,2016-10-01,Paddy,2016,Oct,7131.0,1903.6458333333333,1919.0830061234983
823,Mahabubabad,2016-11-01,Cotton,2016,Nov,12911.0,4652.272727272727,4649.853613198048
824,Mahabubabad,2016-11-01,Maize,2016,Nov,16310.0,1370.2307692307693,1349.2555487431023
825,Mahabubabad,2016-11-01,Paddy,2016,Nov,1656.0,1911.0833333333333,1934.7654991948468
826,Mahabubabad,2016-12-01,Cotton,2016,Dec,13975.0,4926.5,4923.532379248658
827,Mahabubabad,2016-12-01,Maize,2016,Dec,5304.0,1531.8260869565217,1643.2332202111613
828,Mahabubabad,2016-12-01,Paddy,2016,Dec,43168.0,1617.963768115942,1605.2674048678032
829,Mahabubabad,2017-01-01,Cotton,2017,Jan,12859.0,5368.611111111111,5417.822925577417
830,Mahabubabad,2017-01-01,Maize,2017,Jan,2664.0,1424.576923076923,1441.3622372372372
831,Mahabubabad,2017-01-01,Paddy,2017,Jan,63020.0,1696.8433333333332,1739.8189688458692
832,Mahabubabad,2017-02-01,Chillies(Dry),2017,Feb,7318.0,5610.0,5610.0
833,Mahabubabad,2017-02-01,Cotton,2017,Feb,32920.0,5411.666666666667,5410.951549210206
834,Mahabubabad,2017-02-01,Maize,2017,Feb,4338.0,1407.2592592592594,1426.0774550484093
835,Mahabubabad,2017-02-01,Paddy,2017,Feb,44904.0,1932.4609523809522,1861.4777443731814
836,Mahabubabad,2017-03-01,Chillies(Dry),2017,Mar,18611.0,5610.0,5610.0
837,Mahabubabad,2017-03-01,Cotton,2017,Mar,32279.0,5416.666666666667,5392.460113386413
838,Mahabubabad,2017-03-01,Maize,2017,Mar,29456.0,1390.90625,1397.890582563824
839,Mahabubabad,2017-03-01,Paddy,2017,Mar,19604.0,1837.0717171717172,1808.3907535877033
840,Mahabubabad,2017-04-01,Chillies(Dry),2017,Apr,15793.0,5591.363636363636,5591.4237320331795
841,Mahabubabad,2017-04-01,Cotton,2017,Apr,15105.0,5352.260869565217,5340.87692816948
842,Mahabubabad,2017-04-01,Maize,2017,Apr,40395.799999999996,1493.08,1506.655078003159
843,Mahabubabad,2017-04-01,Paddy,2017,Apr,49427.59999999999,1671.871739130435,1654.9186230634975
844,Mahabubabad,2017-05-01,Chillies(Dry),2017,May,7712.0,5417.222222222223,5419.878112033195
845,Mahabubabad,2017-05-01,Cotton,2017,May,10275.0,5035.4838709677415,4998.006326034063
846,Mahabubabad,2017-05-01,Maize,2017,May,15997.0,1460.0714285714287,1465.0026880040007
847,Mahabubabad,2017-05-01,Paddy,2017,May,45905.799999999996,1716.8817204301076,1620.448857225013
848,Mahabubabad,2017-06-01,Cotton,2017,Jun,8035.0,4912.272727272727,4833.831362787803
849,Mahabubabad,2017-06-01,Maize,2017,Jun,1428.0,1421.5,1417.077731092437
850,Mahabubabad,2017-06-01,Paddy,2017,Jun,15253.0,1850.530303030303,1751.4824187591512
851,Mahabubabad,2017-07-01,Cotton,2017,Jul,10130.0,4915.681818181818,4961.117966436328
852,Mahabubabad,2017-07-01,Maize,2017,Jul,288.0,1465.6666666666667,1472.826388888889
853,Mahabubabad,2017-07-01,Paddy,2017,Jul,13603.0,1839.0,1822.6214560513613
854,Mahabubabad,2017-08-01,Cotton,2017,Aug,18177.0,4884.971428571429,4855.913902184079
855,Mahabubabad,2017-08-01,Maize,2017,Aug,347.0,1403.6666666666667,1422.3458213256483
856,Mahabubabad,2017-08-01,Paddy,2017,Aug,38542.0,1950.462962962963,1908.7849705083631
857,Mahabubabad,2017-09-01,Cotton,2017,Sep,7262.0,4806.8125,4808.990223079041
858,Mahabubabad,2017-09-01,Maize,2017,Sep,19984.799999999996,1293.9411764705883,1253.7883191225333
859,Mahabubabad,2017-09-01,Paddy,2017,Sep,23964.0,2080.153846153846,2044.2875980637623
860,Mahabubabad,2017-10-01,Cotton,2017,Oct,9144.0,4197.08,4102.983923884514
861,Mahabubabad,2017-10-01,Maize,2017,Oct,88617.79999999999,1292.03125,1310.481153899104
862,Mahabubabad,2017-10-01,Paddy,2017,Oct,12170.0,2148.1612903225805,2146.002136400986
863,Mahabubabad,2017-11-01,Cotton,2017,Nov,35063.65,4225.2,4225.024998538372
864,Mahabubabad,2017-11-01,Maize,2017,Nov,28439.1,1304.2183908045977,1296.289896656364
865,Mahabubabad,2017-11-01,Paddy,2017,Nov,61284.0,1952.1724137931035,1862.7094021277985
866,Mahabubabad,2017-12-01,Cotton,2017,Dec,7814.6,4530.388888888889,4530.592160827169
867,Mahabubabad,2017-12-01,Maize,2017,Dec,1459.0,1248.4444444444443,1260.3331048663467
868,Mahabubabad,2017-12-01,Paddy,2017,Dec,97536.79999999999,2011.65,1983.9581552808786
869,Mahabubabad,2018-01-01,Cotton,2018,Jan,8701.0,4794.611111111111,4793.26422250316
870,Mahabubabad,2018-01-01,Maize,2018,Jan,641.0,1196.8823529411766,1190.6645865834632
871,Mahabubabad,2018-01-01,Paddy,2018,Jan,24631.0,2023.5046296296298,2007.16468745348
872,Mahabubabad,2018-02-01,Chillies(Dry),2018,Feb,5201.0,5610.0,5610.0
873,Mahabubabad,2018-02-01,Cotton,2018,Feb,17949.0,4468.285714285715,4494.56771965012
874,Mahabubabad,2018-02-01,Maize,2018,Feb,9816.0,1172.7272727272727,1172.5506316218418
875,Mahabubabad,2018-02-01,Paddy,2018,Feb,19212.0,1980.2028985507245,2000.6642896800613
876,Mahabubabad,2018-03-01,Cotton,2018,Mar,4894.0,4379.823529411765,4418.428892521455
877,Mahabubabad,2018-03-01,Maize,2018,Mar,30526.0,1216.3529411764705,1219.5324968878988
878,Mahabubabad,2018-03-01,Paddy,2018,Mar,4416.0,1972.7888888888888,1981.0129830917876
879,Mahabubabad,2018-04-01,Cotton,2018,Apr,6759.0,4370.058823529412,4374.297085367658
880,Mahabubabad,2018-04-01,Maize,2018,Apr,82730.4,1184.0294117647059,1181.5918549892178
881,Mahabubabad,2018-04-01,Paddy,2018,Apr,9452.0,1852.813725490196,1743.8382529270702
882,Mahabubabad,2018-05-01,Cotton,2018,May,7178.0,4675.5,4682.981749791028
883,Mahabubabad,2018-05-01,Maize,2018,May,10798.799999999996,1147.111111111111,1145.3383709301036
884,Mahabubabad,2018-05-01,Paddy,2018,May,27837.0,1568.3115942028985,1563.957155344805
885,Mahabubabad,2018-06-01,Cotton,2018,Jun,30211.0,5285.176470588235,5308.445996491344
886,Mahabubabad,2018-06-01,Maize,2018,Jun,1763.0,1210.75,1229.9551900170165
887,Mahabubabad,2018-06-01,Paddy,2018,Jun,19829.0,1727.2222222222222,1713.5785045472119
888,Mahabubabad,2018-07-01,Cotton,2018,Jul,9263.0,5350.5,5412.034222174241
889,Mahabubabad,2018-07-01,Maize,2018,Jul,548.0,1378.3333333333333,1236.3832116788321
890,Mahabubabad,2018-07-01,Paddy,2018,Jul,16354.0,1894.8,1877.4570135746606
891,Mahabubabad,2018-08-01,Cotton,2018,Aug,3968.0,5610.0,5610.0
892,Mahabubabad,2018-08-01,Maize,2018,Aug,318.0,1303.25,1320.4056603773586
893,Mahabubabad,2018-08-01,Paddy,2018,Aug,10652.0,1915.025,1945.9829140067593
894,Mahabubabad,2018-09-01,Cotton,2018,Sep,1788.0,5473.733333333334,5546.346756152126
895,Mahabubabad,2018-09-01,Maize,2018,Sep,12461.0,1400.5,1392.0689350774417
896,Mahabubabad,2018-09-01,Paddy,2018,Sep,11907.0,1988.25,2003.303392962123
897,Mahabubabad,2018-10-01,Cotton,2018,Oct,4600.0,5432.95,5518.604347826087
898,Mahabubabad,2018-10-01,Maize,2018,Oct,71718.0,1422.1206896551723,1439.005939931398
899,Mahabubabad,2018-10-01,Paddy,2018,Oct,13939.0,1905.8850574712642,1915.0532319391634
900,Mahabubabad,2018-11-01,Cotton,2018,Nov,12108.0,5391.176470588235,5393.450363396102
901,Mahabubabad,2018-11-01,Maize,2018,Nov,10255.0,1493.235294117647,1527.323988298391
902,Mahabubabad,2018-11-01,Paddy,2018,Nov,24469.0,1957.5490196078433,1936.5923072731482
903,Mahabubabad,2018-12-01,Cotton,2018,Dec,6435.0,5373.384615384615,5372.158818958819
904,Mahabubabad,2018-12-01,Maize,2018,Dec,632.0,1604.3846153846155,1638.9699367088608
905,Mahabubabad,2018-12-01,Paddy,2018,Dec,72805.99999999997,1967.342105263158,2010.6258096860151
906,Mahabubabad,2019-01-01,Cotton,2019,Jan,5755.0,5306.4,5311.585925282363
907,Mahabubabad,2019-01-01,Maize,2019,Jan,234.0,1780.6363636363637,1791.5128205128206
908,Mahabubabad,2019-01-01,Paddy,2019,Jan,41351.799999999996,2010.142857142857,2049.556761737095
