,year,season,districtName,mandalName,crop,normalAreaSown,actualAreaSown,file
36,2017,Kharif,Adilabad,Adilabad R,Maize,16.0,0.0,File 0
37,2017,Kharif,Adilabad,Adilabad U,Maize,0.0,0.0,File 0
38,2017,Kharif,Adilabad,Mavala,Maize,0.0,0.0,File 0
39,2017,Kharif,Adilabad,Jainad,Maize,0.0,0.0,File 0
40,2017,Kharif,Adilabad,Bela,Maize,0.0,0.0,File 0
41,2017,Kharif,Adilabad,Ichoda,Maize,14.0,25.0,File 0
42,2017,Kharif,Adilabad,Sirikonda,Maize,0.0,21.0,File 0
43,2017,Kharif,Adilabad,Gudihathnoor,Maize,22.0,0.0,File 0
44,2017,Kharif,Adilabad,Bheempur,Maize,0.0,1.0,File 0
45,2017,Kharif,Adilabad,Tamsi,Maize,2.0,2.0,File 0
46,2017,Kharif,Adilabad,Talamadugu,Maize,10.0,20.0,File 0
47,2017,Kharif,Adilabad,Boath,Maize,21.0,23.0,File 0
48,2017,Kharif,Adilabad,Bazarhathnoor,Maize,82.0,36.0,File 0
49,2017,Kharif,Adilabad,Neradigonda,Maize,8.0,40.0,File 0
50,2017,Kharif,Adilabad,Utnoor,Maize,138.0,230.0,File 0
51,2017,Kharif,Adilabad,Inderavelly,Maize,41.0,52.0,File 0
52,2017,Kharif,Adilabad,Narnoor,Maize,144.0,62.0,File 0
53,2017,Kharif,Adilabad,Gadiguda,Maize,144.0,28.0,File 0
198,2017,Kharif,Adilabad,Adilabad R,Onions,0.0,0.0,File 0
199,2017,Kharif,Adilabad,Adilabad U,Onions,0.0,0.0,File 0
200,2017,Kharif,Adilabad,Mavala,Onions,0.0,0.0,File 0
201,2017,Kharif,Adilabad,Jainad,Onions,0.0,0.0,File 0
202,2017,Kharif,Adilabad,Bela,Onions,0.0,0.0,File 0
203,2017,Kharif,Adilabad,Ichoda,Onions,0.0,4.0,File 0
204,2017,Kharif,Adilabad,Sirikonda,Onions,0.0,0.0,File 0
205,2017,Kharif,Adilabad,Gudihathnoor,Onions,0.0,0.0,File 0
206,2017,Kharif,Adilabad,Bheempur,Onions,0.0,0.0,File 0
207,2017,Kharif,Adilabad,Tamsi,Onions,0.0,0.0,File 0
208,2017,Kharif,Adilabad,Talamadugu,Onions,0.0,0.0,File 0
209,2017,Kharif,Adilabad,Boath,Onions,0.0,0.0,File 0
210,2017,Kharif,Adilabad,Bazarhathnoor,Onions,0.0,0.0,File 0
211,2017,Kharif,Adilabad,Neradigonda,Onions,0.0,0.0,File 0
212,2017,Kharif,Adilabad,Utnoor,Onions,0.0,0.0,File 0
213,2017,Kharif,Adilabad,Inderavelly,Onions,0.0,0.0,File 0
214,2017,Kharif,Adilabad,Narnoor,Onions,0.0,0.0,File 0
215,2017,Kharif,Adilabad,Gadiguda,Onions,0.0,0.0,File 0
234,2017,Kharif,Adilabad,Adilabad R,Cotton,6102.749999999998,6392.999999999998,File 0
235,2017,Kharif,Adilabad,Adilabad U,Cotton,0.0,59.0,File 0
236,2017,Kharif,Adilabad,Mavala,Cotton,0.0,777.0,File 0
237,2017,Kharif,Adilabad,Jainad,Cotton,6102.749999999998,6392.999999999998,File 0
238,2017,Kharif,Adilabad,Bela,Cotton,6102.749999999998,6392.999999999998,File 0
239,2017,Kharif,Adilabad,Ichoda,Cotton,6102.749999999998,6392.999999999998,File 0
240,2017,Kharif,Adilabad,Sirikonda,Cotton,0.0,2503.0,File 0
241,2017,Kharif,Adilabad,Gudihathnoor,Cotton,6102.749999999998,4300.0,File 0
242,2017,Kharif,Adilabad,Bheempur,Cotton,0.0,5785.0,File 0
243,2017,Kharif,Adilabad,Tamsi,Cotton,6102.749999999998,3862.0,File 0
244,2017,Kharif,Adilabad,Talamadugu,Cotton,6102.749999999998,6392.999999999998,File 0
245,2017,Kharif,Adilabad,Boath,Cotton,6102.749999999998,6392.999999999998,File 0
246,2017,Kharif,Adilabad,Bazarhathnoor,Cotton,6102.749999999998,6082.0,File 0
247,2017,Kharif,Adilabad,Neradigonda,Cotton,6032.0,4395.0,File 0
248,2017,Kharif,Adilabad,Utnoor,Cotton,6102.749999999998,6392.999999999998,File 0
249,2017,Kharif,Adilabad,Inderavelly,Cotton,6102.749999999998,6050.0,File 0
250,2017,Kharif,Adilabad,Narnoor,Cotton,6102.749999999998,4054.0,File 0
251,2017,Kharif,Adilabad,Gadiguda,Cotton,6102.749999999998,6202.0,File 0
468,2018,Kharif,Adilabad,Adilabad R,Maize,10.0,0.0,File 1
469,2018,Kharif,Adilabad,Mavala,Maize,0.0,0.0,File 1
470,2018,Kharif,Adilabad,Adilabad U,Maize,0.0,0.0,File 1
471,2018,Kharif,Adilabad,Jainath,Maize,0.0,0.0,File 1
472,2018,Kharif,Adilabad,Bela,Maize,0.0,0.0,File 1
473,2018,Kharif,Adilabad,Ichoda,Maize,17.0,13.0,File 1
474,2018,Kharif,Adilabad,Srikonda,Maize,4.0,11.0,File 1
475,2018,Kharif,Adilabad,Gudihathnoor,Maize,24.0,21.0,File 1
476,2018,Kharif,Adilabad,Utnoor,Maize,148.0,91.0,File 1
477,2018,Kharif,Adilabad,Inderavelly,Maize,49.0,52.0,File 1
478,2018,Kharif,Adilabad,Narnoor,Maize,106.0,15.0,File 1
479,2018,Kharif,Adilabad,Gadiguda,Maize,12.0,63.0,File 1
480,2018,Kharif,Adilabad,Boath,Maize,18.0,4.0,File 1
481,2018,Kharif,Adilabad,Bazarhatnoor,Maize,73.0,18.0,File 1
482,2018,Kharif,Adilabad,Neradigonda,Maize,15.0,30.0,File 1
483,2018,Kharif,Adilabad,Bheempur,Maize,0.0,1.0,File 1
484,2018,Kharif,Adilabad,Tamsi,Maize,3.0,0.0,File 1
485,2018,Kharif,Adilabad,Talamadugu,Maize,14.0,9.0,File 1
684,2018,Kharif,Adilabad,Adilabad R,Cotton,6102.749999999998,6392.999999999998,File 1
685,2018,Kharif,Adilabad,Mavala,Cotton,155.0,544.0,File 1
686,2018,Kharif,Adilabad,Adilabad U,Cotton,12.0,132.0,File 1
687,2018,Kharif,Adilabad,Jainath,Cotton,6102.749999999998,6392.999999999998,File 1
688,2018,Kharif,Adilabad,Bela,Cotton,6102.749999999998,6392.999999999998,File 1
689,2018,Kharif,Adilabad,Ichoda,Cotton,6102.749999999998,6392.999999999998,File 1
690,2018,Kharif,Adilabad,Srikonda,Cotton,501.0,3455.0,File 1
691,2018,Kharif,Adilabad,Gudihathnoor,Cotton,6102.749999999998,3200.0,File 1
692,2018,Kharif,Adilabad,Utnoor,Cotton,6102.749999999998,6392.999999999998,File 1
693,2018,Kharif,Adilabad,Inderavelly,Cotton,6102.749999999998,6392.999999999998,File 1
694,2018,Kharif,Adilabad,Narnoor,Cotton,6102.749999999998,6392.999999999998,File 1
695,2018,Kharif,Adilabad,Gadiguda,Cotton,373.0,2937.0,File 1
696,2018,Kharif,Adilabad,Boath,Cotton,6102.749999999998,6392.999999999998,File 1
697,2018,Kharif,Adilabad,Bazarhatnoor,Cotton,6102.749999999998,6392.999999999998,File 1
698,2018,Kharif,Adilabad,Neradigonda,Cotton,5829.0,6392.999999999998,File 1
699,2018,Kharif,Adilabad,Bheempur,Cotton,1157.0,6392.999999999998,File 1
700,2018,Kharif,Adilabad,Tamsi,Cotton,6102.749999999998,5177.0,File 1
701,2018,Kharif,Adilabad,Talamadugu,Cotton,6102.749999999998,6392.999999999998,File 1
936,2019,Kharif,Adilabad,Adilabad R,Maize,9.0,10.0,File 2
937,2019,Kharif,Adilabad,Mavala,Maize,0.0,0.0,File 2
938,2019,Kharif,Adilabad,Adilabad U,Maize,0.0,0.0,File 2
939,2019,Kharif,Adilabad,Jainath,Maize,0.0,0.0,File 2
940,2019,Kharif,Adilabad,Bela,Maize,0.0,0.0,File 2
941,2019,Kharif,Adilabad,Ichoda,Maize,17.0,21.0,File 2
942,2019,Kharif,Adilabad,Srikonda,Maize,6.0,4.0,File 2
943,2019,Kharif,Adilabad,Gudihathnoor,Maize,24.0,3.0,File 2
944,2019,Kharif,Adilabad,Utnoor,Maize,139.0,211.0,File 2
945,2019,Kharif,Adilabad,Inderavelly,Maize,58.0,78.0,File 2
946,2019,Kharif,Adilabad,Narnoor,Maize,99.0,14.0,File 2
947,2019,Kharif,Adilabad,Gadiguda,Maize,25.0,72.0,File 2
948,2019,Kharif,Adilabad,Boath,Maize,18.0,8.0,File 2
949,2019,Kharif,Adilabad,Bazarhatnoor,Maize,66.0,4.0,File 2
950,2019,Kharif,Adilabad,Neradigonda,Maize,19.0,13.0,File 2
951,2019,Kharif,Adilabad,Bheempur,Maize,0.0,1.0,File 2
952,2019,Kharif,Adilabad,Tamsi,Maize,1.0,2.0,File 2
953,2019,Kharif,Adilabad,Talamadugu,Maize,15.0,28.0,File 2
1152,2019,Kharif,Adilabad,Adilabad R,Cotton,6102.749999999998,6392.999999999998,File 2
1153,2019,Kharif,Adilabad,Mavala,Cotton,264.0,554.0,File 2
1154,2019,Kharif,Adilabad,Adilabad U,Cotton,38.0,139.0,File 2
1155,2019,Kharif,Adilabad,Jainath,Cotton,6102.749999999998,6392.999999999998,File 2
1156,2019,Kharif,Adilabad,Bela,Cotton,6102.749999999998,6392.999999999998,File 2
1157,2019,Kharif,Adilabad,Ichoda,Cotton,6102.749999999998,6392.999999999998,File 2
1158,2019,Kharif,Adilabad,Srikonda,Cotton,1212.0,3847.0,File 2
1159,2019,Kharif,Adilabad,Gudihathnoor,Cotton,6102.749999999998,6392.999999999998,File 2
1160,2019,Kharif,Adilabad,Utnoor,Cotton,6102.749999999998,6392.999999999998,File 2
1161,2019,Kharif,Adilabad,Inderavelly,Cotton,6102.749999999998,6392.999999999998,File 2
1162,2019,Kharif,Adilabad,Narnoor,Cotton,6102.749999999998,6392.999999999998,File 2
1163,2019,Kharif,Adilabad,Gadiguda,Cotton,1000.0,6392.999999999998,File 2
1164,2019,Kharif,Adilabad,Boath,Cotton,6102.749999999998,6392.999999999998,File 2
1165,2019,Kharif,Adilabad,Bazarhatnoor,Cotton,6102.749999999998,6392.999999999998,File 2
1166,2019,Kharif,Adilabad,Neradigonda,Cotton,5841.0,6392.999999999998,File 2
1167,2019,Kharif,Adilabad,Bheempur,Cotton,2875.0,6392.999999999998,File 2
1168,2019,Kharif,Adilabad,Tamsi,Cotton,6102.749999999998,5213.0,File 2
1169,2019,Kharif,Adilabad,Talamadugu,Cotton,6102.749999999998,6392.999999999998,File 2
1350,2017,Rabi,Adilabad,Adilabad (Rural),Paddy,5.0,0.0,File 3
1351,2017,Rabi,Adilabad,Mavala,Paddy,0.0,0.0,File 3
1352,2017,Rabi,Adilabad,Adilabad (Urban),Paddy,0.0,2.0,File 3
1353,2017,Rabi,Adilabad,Jainath,Paddy,0.0,0.0,File 3
1354,2017,Rabi,Adilabad,Bela,Paddy,0.0,0.0,File 3
1355,2017,Rabi,Adilabad,Ichoda,Paddy,0.0,0.0,File 3
1356,2017,Rabi,Adilabad,Srikonda,Paddy,0.0,10.0,File 3
1357,2017,Rabi,Adilabad,Gudihathnoor,Paddy,0.0,0.0,File 3
1358,2017,Rabi,Adilabad,Utnoor,Paddy,20.0,7.0,File 3
1359,2017,Rabi,Adilabad,Inderavelly,Paddy,0.0,0.0,File 3
1360,2017,Rabi,Adilabad,Narnoor,Paddy,0.0,0.0,File 3
1361,2017,Rabi,Adilabad,Gadiguda,Paddy,0.0,0.0,File 3
1362,2017,Rabi,Adilabad,Boath,Paddy,0.0,3.0,File 3
1363,2017,Rabi,Adilabad,Bazarhatnoor,Paddy,0.0,0.0,File 3
1364,2017,Rabi,Adilabad,Neradigonda,Paddy,0.0,0.0,File 3
1365,2017,Rabi,Adilabad,Bheempur,Paddy,0.0,0.0,File 3
1366,2017,Rabi,Adilabad,Tamsi,Paddy,1.0,0.0,File 3
1367,2017,Rabi,Adilabad,Talamadugu,Paddy,1.0,7.0,File 3
1404,2017,Rabi,Adilabad,Adilabad (Rural),Maize,2.0,23.0,File 3
1405,2017,Rabi,Adilabad,Mavala,Maize,0.0,2.0,File 3
1406,2017,Rabi,Adilabad,Adilabad (Urban),Maize,0.0,0.0,File 3
1407,2017,Rabi,Adilabad,Jainath,Maize,1.0,0.0,File 3
1408,2017,Rabi,Adilabad,Bela,Maize,0.0,0.0,File 3
1409,2017,Rabi,Adilabad,Ichoda,Maize,125.0,112.0,File 3
1410,2017,Rabi,Adilabad,Srikonda,Maize,0.0,50.0,File 3
1411,2017,Rabi,Adilabad,Gudihathnoor,Maize,88.0,52.0,File 3
1412,2017,Rabi,Adilabad,Utnoor,Maize,104.0,97.0,File 3
1413,2017,Rabi,Adilabad,Inderavelly,Maize,42.0,114.0,File 3
1414,2017,Rabi,Adilabad,Narnoor,Maize,31.0,53.0,File 3
1415,2017,Rabi,Adilabad,Gadiguda,Maize,0.0,18.0,File 3
1416,2017,Rabi,Adilabad,Boath,Maize,244.0,161.0,File 3
1417,2017,Rabi,Adilabad,Bazarhatnoor,Maize,206.0,188.0,File 3
1418,2017,Rabi,Adilabad,Neradigonda,Maize,158.0,333.0,File 3
1419,2017,Rabi,Adilabad,Bheempur,Maize,0.0,15.0,File 3
1420,2017,Rabi,Adilabad,Tamsi,Maize,8.0,13.0,File 3
1421,2017,Rabi,Adilabad,Talamadugu,Maize,7.0,8.0,File 3
1566,2017,Rabi,Adilabad,Adilabad (Rural),Onions,0.0,0.0,File 3
1567,2017,Rabi,Adilabad,Mavala,Onions,0.0,0.0,File 3
1568,2017,Rabi,Adilabad,Adilabad (Urban),Onions,0.0,0.0,File 3
1569,2017,Rabi,Adilabad,Jainath,Onions,0.0,0.0,File 3
1570,2017,Rabi,Adilabad,Bela,Onions,0.0,0.0,File 3
1571,2017,Rabi,Adilabad,Ichoda,Onions,0.0,0.0,File 3
1572,2017,Rabi,Adilabad,Srikonda,Onions,0.0,10.0,File 3
1573,2017,Rabi,Adilabad,Gudihathnoor,Onions,0.0,3.0,File 3
1574,2017,Rabi,Adilabad,Utnoor,Onions,2.0,1.0,File 3
1575,2017,Rabi,Adilabad,Inderavelly,Onions,1.0,0.0,File 3
1576,2017,Rabi,Adilabad,Narnoor,Onions,0.0,0.0,File 3
1577,2017,Rabi,Adilabad,Gadiguda,Onions,0.0,3.0,File 3
1578,2017,Rabi,Adilabad,Boath,Onions,0.0,12.0,File 3
1579,2017,Rabi,Adilabad,Bazarhatnoor,Onions,0.0,15.0,File 3
1580,2017,Rabi,Adilabad,Neradigonda,Onions,0.0,1.0,File 3
1581,2017,Rabi,Adilabad,Bheempur,Onions,0.0,0.0,File 3
1582,2017,Rabi,Adilabad,Tamsi,Onions,0.0,0.0,File 3
1583,2017,Rabi,Adilabad,Talamadugu,Onions,1.0,2.0,File 3
1836,2018,Rabi,Adilabad,Adilabad (Rural),Maize,6.0,15.0,File 4
1837,2018,Rabi,Adilabad,Mavala,Maize,0.0,6.0,File 4
1838,2018,Rabi,Adilabad,Adilabad (Urban),Maize,0.0,1.0,File 4
1839,2018,Rabi,Adilabad,Jainath,Maize,0.0,62.0,File 4
1840,2018,Rabi,Adilabad,Bela,Maize,0.0,10.0,File 4
1841,2018,Rabi,Adilabad,Ichoda,Maize,143.0,85.0,File 4
1842,2018,Rabi,Adilabad,Srikonda,Maize,10.0,46.0,File 4
1843,2018,Rabi,Adilabad,Gudihathnoor,Maize,64.0,80.0,File 4
1844,2018,Rabi,Adilabad,Utnoor,Maize,117.0,163.0,File 4
1845,2018,Rabi,Adilabad,Inderavelly,Maize,64.0,160.0,File 4
1846,2018,Rabi,Adilabad,Narnoor,Maize,41.0,29.0,File 4
1847,2018,Rabi,Adilabad,Gadiguda,Maize,4.0,24.0,File 4
1848,2018,Rabi,Adilabad,Boath,Maize,236.0,72.0,File 4
1849,2018,Rabi,Adilabad,Bazarhatnoor,Maize,215.0,66.0,File 4
1850,2018,Rabi,Adilabad,Neradigonda,Maize,138.0,245.0,File 4
1851,2018,Rabi,Adilabad,Bheempur,Maize,3.0,30.0,File 4
1852,2018,Rabi,Adilabad,Tamsi,Maize,10.0,6.0,File 4
1853,2018,Rabi,Adilabad,Talamadugu,Maize,9.0,25.0,File 4
2070,2018,Rabi,Adilabad,Adilabad (Rural),Cotton,0.0,0.0,File 4
2071,2018,Rabi,Adilabad,Mavala,Cotton,0.0,0.0,File 4
2072,2018,Rabi,Adilabad,Adilabad (Urban),Cotton,0.0,0.0,File 4
2073,2018,Rabi,Adilabad,Jainath,Cotton,0.0,0.0,File 4
2074,2018,Rabi,Adilabad,Bela,Cotton,0.0,0.0,File 4
2075,2018,Rabi,Adilabad,Ichoda,Cotton,0.0,0.0,File 4
2076,2018,Rabi,Adilabad,Srikonda,Cotton,0.0,0.0,File 4
2077,2018,Rabi,Adilabad,Gudihathnoor,Cotton,0.0,0.0,File 4
2078,2018,Rabi,Adilabad,Utnoor,Cotton,0.0,0.0,File 4
2079,2018,Rabi,Adilabad,Inderavelly,Cotton,0.0,0.0,File 4
2080,2018,Rabi,Adilabad,Narnoor,Cotton,0.0,0.0,File 4
2081,2018,Rabi,Adilabad,Gadiguda,Cotton,0.0,0.0,File 4
2082,2018,Rabi,Adilabad,Boath,Cotton,0.0,0.0,File 4
2083,2018,Rabi,Adilabad,Bazarhatnoor,Cotton,0.0,0.0,File 4
2084,2018,Rabi,Adilabad,Neradigonda,Cotton,0.0,0.0,File 4
2085,2018,Rabi,Adilabad,Bheempur,Cotton,0.0,0.0,File 4
2086,2018,Rabi,Adilabad,Tamsi,Cotton,0.0,0.0,File 4
2087,2018,Rabi,Adilabad,Talamadugu,Cotton,0.0,0.0,File 4
2322,2019,Rabi,Adilabad,Adilabad (Rural),Maize,6.0,,File 5
2323,2019,Rabi,Adilabad,Mavala,Maize,0.0,2.0,File 5
2324,2019,Rabi,Adilabad,Adilabad (Urban),Maize,0.0,,File 5
2325,2019,Rabi,Adilabad,Jainath,Maize,0.0,5.0,File 5
2326,2019,Rabi,Adilabad,Bela,Maize,0.0,,File 5
2327,2019,Rabi,Adilabad,Ichoda,Maize,143.0,28.0,File 5
2328,2019,Rabi,Adilabad,Srikonda,Maize,10.0,13.0,File 5
2329,2019,Rabi,Adilabad,Gudihathnoor,Maize,64.0,50.4,File 5
2330,2019,Rabi,Adilabad,Utnoor,Maize,117.0,60.0,File 5
2331,2019,Rabi,Adilabad,Inderavelly,Maize,64.0,15.0,File 5
2332,2019,Rabi,Adilabad,Narnoor,Maize,41.0,21.0,File 5
2333,2019,Rabi,Adilabad,Gadiguda,Maize,4.0,15.0,File 5
2334,2019,Rabi,Adilabad,Boath,Maize,191.0,340.0,File 5
2335,2019,Rabi,Adilabad,Bazarhatnoor,Maize,216.0,40.0,File 5
2336,2019,Rabi,Adilabad,Neradigonda,Maize,138.0,170.0,File 5
2337,2019,Rabi,Adilabad,Bheempur,Maize,3.0,10.0,File 5
2338,2019,Rabi,Adilabad,Tamsi,Maize,10.0,8.0,File 5
2339,2019,Rabi,Adilabad,Talamadugu,Maize,9.0,12.0,File 5
2538,2019,Rabi,Adilabad,Adilabad (Rural),Cotton,0.0,0.0,File 5
2539,2019,Rabi,Adilabad,Mavala,Cotton,0.0,0.0,File 5
2540,2019,Rabi,Adilabad,Adilabad (Urban),Cotton,0.0,0.0,File 5
2541,2019,Rabi,Adilabad,Jainath,Cotton,0.0,0.0,File 5
2542,2019,Rabi,Adilabad,Bela,Cotton,0.0,0.0,File 5
2543,2019,Rabi,Adilabad,Ichoda,Cotton,0.0,0.0,File 5
2544,2019,Rabi,Adilabad,Srikonda,Cotton,0.0,0.0,File 5
2545,2019,Rabi,Adilabad,Gudihathnoor,Cotton,0.0,0.0,File 5
2546,2019,Rabi,Adilabad,Utnoor,Cotton,0.0,0.0,File 5
2547,2019,Rabi,Adilabad,Inderavelly,Cotton,0.0,0.0,File 5
2548,2019,Rabi,Adilabad,Narnoor,Cotton,0.0,0.0,File 5
2549,2019,Rabi,Adilabad,Gadiguda,Cotton,0.0,0.0,File 5
2550,2019,Rabi,Adilabad,Boath,Cotton,0.0,0.0,File 5
2551,2019,Rabi,Adilabad,Bazarhatnoor,Cotton,0.0,0.0,File 5
2552,2019,Rabi,Adilabad,Neradigonda,Cotton,0.0,0.0,File 5
2553,2019,Rabi,Adilabad,Bheempur,Cotton,0.0,0.0,File 5
2554,2019,Rabi,Adilabad,Tamsi,Cotton,0.0,0.0,File 5
2555,2019,Rabi,Adilabad,Talamadugu,Cotton,0.0,0.0,File 5
2736,2017,Kharif,Kumuram Bheem,Jainoor,Paddy,169.0,119.0,File 6
2737,2017,Kharif,Kumuram Bheem,Sirpur-U,Paddy,432.0,319.0,File 6
2738,2017,Kharif,Kumuram Bheem,Lingapur,Paddy,0.0,0.0,File 6
2739,2017,Kharif,Kumuram Bheem,Tiryani,Paddy,334.0,327.0,File 6
2740,2017,Kharif,Kumuram Bheem,Rebbena,Paddy,1130.0,705.0,File 6
2741,2017,Kharif,Kumuram Bheem,Asifabad,Paddy,338.0,366.0,File 6
2742,2017,Kharif,Kumuram Bheem,Keramari,Paddy,2.0,2.0,File 6
2743,2017,Kharif,Kumuram Bheem,Wankidi,Paddy,35.0,64.0,File 6
2744,2017,Kharif,Kumuram Bheem,Kagaznagar,Paddy,1004.0,337.0,File 6
2745,2017,Kharif,Kumuram Bheem,Sirpur-T,Paddy,1133.0,1565.0,File 6
2746,2017,Kharif,Kumuram Bheem,Kowtala,Paddy,2987.0,3887.0,File 6
2747,2017,Kharif,Kumuram Bheem,Chintalmanepally,Paddy,0.0,0.0,File 6
2748,2017,Kharif,Kumuram Bheem,Bejjur,Paddy,2919.0,2241.0,File 6
2749,2017,Kharif,Kumuram Bheem,Penchikalpet,Paddy,0.0,0.0,File 6
2750,2017,Kharif,Kumuram Bheem,Dehegaon,Paddy,1633.0,1635.0,File 6
2766,2017,Kharif,Kumuram Bheem,Jainoor,Maize,126.0,93.0,File 6
2767,2017,Kharif,Kumuram Bheem,Sirpur-U,Maize,145.0,123.0,File 6
2768,2017,Kharif,Kumuram Bheem,Lingapur,Maize,0.0,0.0,File 6
2769,2017,Kharif,Kumuram Bheem,Tiryani,Maize,428.0,220.0,File 6
2770,2017,Kharif,Kumuram Bheem,Rebbena,Maize,115.0,25.0,File 6
2771,2017,Kharif,Kumuram Bheem,Asifabad,Maize,131.0,105.0,File 6
2772,2017,Kharif,Kumuram Bheem,Keramari,Maize,44.0,30.0,File 6
2773,2017,Kharif,Kumuram Bheem,Wankidi,Maize,109.0,65.0,File 6
2774,2017,Kharif,Kumuram Bheem,Kagaznagar,Maize,199.0,93.0,File 6
2775,2017,Kharif,Kumuram Bheem,Sirpur-T,Maize,42.0,42.0,File 6
2776,2017,Kharif,Kumuram Bheem,Kowtala,Maize,90.0,105.0,File 6
2777,2017,Kharif,Kumuram Bheem,Chintalmanepally,Maize,0.0,0.0,File 6
2778,2017,Kharif,Kumuram Bheem,Bejjur,Maize,106.0,0.0,File 6
2779,2017,Kharif,Kumuram Bheem,Penchikalpet,Maize,0.0,0.0,File 6
2780,2017,Kharif,Kumuram Bheem,Dehegaon,Maize,100.0,184.0,File 6
2946,2017,Kharif,Kumuram Bheem,Jainoor,Cotton,3751.0,5524.0,File 6
2947,2017,Kharif,Kumuram Bheem,Sirpur-U,Cotton,3869.0,4214.0,File 6
2948,2017,Kharif,Kumuram Bheem,Lingapur,Cotton,0.0,0.0,File 6
2949,2017,Kharif,Kumuram Bheem,Tiryani,Cotton,3129.0,2769.0,File 6
2950,2017,Kharif,Kumuram Bheem,Rebbena,Cotton,6102.749999999998,3938.0,File 6
2951,2017,Kharif,Kumuram Bheem,Asifabad,Cotton,6102.749999999998,6392.999999999998,File 6
2952,2017,Kharif,Kumuram Bheem,Keramari,Cotton,6102.749999999998,6392.999999999998,File 6
2953,2017,Kharif,Kumuram Bheem,Wankidi,Cotton,6102.749999999998,6392.999999999998,File 6
2954,2017,Kharif,Kumuram Bheem,Kagaznagar,Cotton,6102.749999999998,5828.0,File 6
2955,2017,Kharif,Kumuram Bheem,Sirpur-T,Cotton,3485.0,3618.0,File 6
2956,2017,Kharif,Kumuram Bheem,Kowtala,Cotton,6102.749999999998,6392.999999999998,File 6
2957,2017,Kharif,Kumuram Bheem,Chintalmanepally,Cotton,0.0,0.0,File 6
2958,2017,Kharif,Kumuram Bheem,Bejjur,Cotton,5520.0,4393.0,File 6
2959,2017,Kharif,Kumuram Bheem,Penchikalpet,Cotton,0.0,0.0,File 6
2960,2017,Kharif,Kumuram Bheem,Dehegaon,Cotton,6102.749999999998,6392.999999999998,File 6
3051,2017,Kharif,Bhadradri Kothagudem,Kothagudem,Paddy,2022.0,2562.0,File 7
3052,2017,Kharif,Bhadradri Kothagudem,Julurphad,Paddy,1261.0,822.0,File 7
3053,2017,Kharif,Bhadradri Kothagudem,Palwancha,Paddy,1719.0,1883.0,File 7
3054,2017,Kharif,Bhadradri Kothagudem,Yellandu,Paddy,833.0,1653.0,File 7
3055,2017,Kharif,Bhadradri Kothagudem,Tekulapalli,Paddy,1014.0,2416.0,File 7
3056,2017,Kharif,Bhadradri Kothagudem,Aswaraopet,Paddy,2383.0,2421.0,File 7
3057,2017,Kharif,Bhadradri Kothagudem,Dammapet,Paddy,3244.0,2910.0,File 7
3058,2017,Kharif,Bhadradri Kothagudem,Mulkalpalli,Paddy,1997.0,1773.0,File 7
3059,2017,Kharif,Bhadradri Kothagudem,Chandrugonda,Paddy,3795.0,4258.0,File 7
3060,2017,Kharif,Bhadradri Kothagudem,Manguru,Paddy,2807.0,2647.0,File 7
3061,2017,Kharif,Bhadradri Kothagudem,Pinapaka,Paddy,5353.0,5594.0,File 7
3062,2017,Kharif,Bhadradri Kothagudem,Gundala,Paddy,917.0,1693.0,File 7
3063,2017,Kharif,Bhadradri Kothagudem,Aswapuram,Paddy,2319.0,2413.0,File 7
3064,2017,Kharif,Bhadradri Kothagudem,Burgampad,Paddy,1286.0,1296.0,File 7
3065,2017,Kharif,Bhadradri Kothagudem,Bhadrachalam,Paddy,20.0,5.0,File 7
3066,2017,Kharif,Bhadradri Kothagudem,Dummugudem,Paddy,5400.0,5809.0,File 7
3067,2017,Kharif,Bhadradri Kothagudem,Cherla,Paddy,5358.0,5707.0,File 7
3085,2017,Kharif,Bhadradri Kothagudem,Kothagudem,Maize,97.0,144.0,File 7
3086,2017,Kharif,Bhadradri Kothagudem,Julurphad,Maize,29.0,59.0,File 7
3087,2017,Kharif,Bhadradri Kothagudem,Palwancha,Maize,73.0,205.0,File 7
3088,2017,Kharif,Bhadradri Kothagudem,Yellandu,Maize,2318.0,1680.0,File 7
3089,2017,Kharif,Bhadradri Kothagudem,Tekulapalli,Maize,636.0,547.0,File 7
3090,2017,Kharif,Bhadradri Kothagudem,Aswaraopet,Maize,188.0,172.0,File 7
3091,2017,Kharif,Bhadradri Kothagudem,Dammapet,Maize,357.0,327.0,File 7
3092,2017,Kharif,Bhadradri Kothagudem,Mulkalpalli,Maize,44.0,76.0,File 7
3093,2017,Kharif,Bhadradri Kothagudem,Chandrugonda,Maize,35.0,44.0,File 7
3094,2017,Kharif,Bhadradri Kothagudem,Manguru,Maize,14.0,15.0,File 7
3095,2017,Kharif,Bhadradri Kothagudem,Pinapaka,Maize,147.0,90.0,File 7
3096,2017,Kharif,Bhadradri Kothagudem,Gundala,Maize,2452.0,2198.0,File 7
3097,2017,Kharif,Bhadradri Kothagudem,Aswapuram,Maize,53.0,81.0,File 7
3098,2017,Kharif,Bhadradri Kothagudem,Burgampad,Maize,19.0,90.0,File 7
3099,2017,Kharif,Bhadradri Kothagudem,Bhadrachalam,Maize,0.0,0.0,File 7
3100,2017,Kharif,Bhadradri Kothagudem,Dummugudem,Maize,23.0,13.0,File 7
