,Year-Month,Year,Month,District,Mandal,cummRainFall
24209,2017-08-01,2017,Aug,Sangareddy,Narayankhed,320.67
24210,2017-08-01,2017,Aug,Sangareddy,Nagalgidda,263.7
24211,2017-08-01,2017,Aug,Sangareddy,Manoor,248.1
24212,2017-08-01,2017,Aug,Sangareddy,Raikode,184.2
24213,2017-08-01,2017,Aug,Sangareddy,Naykal,221.85
24214,2017-08-01,2017,Aug,Sangareddy,Zahirabad,288.85
24215,2017-08-01,2017,Aug,Sangareddy,Mogdampalle,353.4
24216,2017-08-01,2017,Aug,Sangareddy,Kohir,220.35
24217,2017-08-01,2017,Aug,Sangareddy,Jharasangam,169.25
24218,2017-08-01,2017,Aug,Sangareddy,Munipalli,188.75
24219,2017-08-01,2017,Aug,Sangareddy,Watpalle,212.5
24220,2017-08-01,2017,Aug,Sangareddy,Andhole,209.51
24221,2017-08-01,2017,Aug,Sangareddy,Pulkal,169.4
24222,2017-08-01,2017,Aug,Sangareddy,Sadasivpet,197.85
24223,2017-08-01,2017,Aug,Sangareddy,Kondapur,164.8
24224,2017-08-01,2017,Aug,Sangareddy,Sangareddy,184.13
24225,2017-08-01,2017,Aug,Sangareddy,Hathanoora,173.17
24226,2017-08-01,2017,Aug,Sangareddy,Gummadidala,117.6
24227,2017-08-01,2017,Aug,Sangareddy,Jinnaram,136.45
24228,2017-08-01,2017,Aug,Sangareddy,Kandi,220.55
24229,2017-08-01,2017,Aug,Sangareddy,Patancheruvu,233.7
24230,2017-08-01,2017,Aug,Sangareddy,Ameenapur,210.4
24231,2017-08-01,2017,Aug,Sangareddy,Ramachandrapuram,269.9
24232,2017-08-01,2017,Aug,Medak,Shankarampet_A,164.0
24233,2017-08-01,2017,Aug,Medak,Regode,235.85
24234,2017-08-01,2017,Aug,Medak,Alladurg,248.5
24235,2017-08-01,2017,Aug,Medak,Tekmal,277.32
24236,2017-08-01,2017,Aug,Medak,Papannapet,218.75
24237,2017-08-01,2017,Aug,Medak,Havelighanpur,231.52
24238,2017-08-01,2017,Aug,Medak,Ramayampet,180.2
24239,2017-08-01,2017,Aug,Medak,Nizampet,188.6
24240,2017-08-01,2017,Aug,Medak,Chegunta,142.05
24241,2017-08-01,2017,Aug,Medak,Narsingi,215.9
24242,2017-08-01,2017,Aug,Medak,Shankarampet_R,140.2
24243,2017-08-01,2017,Aug,Medak,Medak,345.03
24244,2017-08-01,2017,Aug,Medak,Kulcharam,150.4
24245,2017-08-01,2017,Aug,Medak,Chilipched,166.1
24246,2017-08-01,2017,Aug,Medak,Kowdipalle,200.28
24247,2017-08-01,2017,Aug,Medak,Narsapur,185.77
24248,2017-08-01,2017,Aug,Medak,Shivampet,133.53
24249,2017-08-01,2017,Aug,Medak,Yeldurthy,107.66
24250,2017-08-01,2017,Aug,Medak,Tupran,129.05
24251,2017-08-01,2017,Aug,Medak,Manoharabad,108.0
24252,2017-08-01,2017,Aug,Siddipet,Dubbak,110.47
24253,2017-08-01,2017,Aug,Siddipet,Siddipet_Rural,67.6
24254,2017-08-01,2017,Aug,Siddipet,Chinnakodur,74.4
24255,2017-08-01,2017,Aug,Siddipet,Bejjanki,122.85
24256,2017-08-01,2017,Aug,Siddipet,Koheda,120.5
24257,2017-08-01,2017,Aug,Siddipet,Husnabad,161.2
24258,2017-08-01,2017,Aug,Siddipet,Anthakkapeta,125.65
24259,2017-08-01,2017,Aug,Siddipet,Nanganur,84.85
24260,2017-08-01,2017,Aug,Siddipet,Siddipet_Urban,72.05
24261,2017-08-01,2017,Aug,Siddipet,Thoguta,115.8
24262,2017-08-01,2017,Aug,Siddipet,Mirdoddi,134.8
24263,2017-08-01,2017,Aug,Siddipet,Doultabad,87.6
24264,2017-08-01,2017,Aug,Siddipet,Rayapole,142.7
24265,2017-08-01,2017,Aug,Siddipet,Wargal,99.35
24266,2017-08-01,2017,Aug,Siddipet,Mulug,99.35
24267,2017-08-01,2017,Aug,Siddipet,Markook,96.9
24268,2017-08-01,2017,Aug,Siddipet,Jagadevpur,91.03
24269,2017-08-01,2017,Aug,Siddipet,Gajwel,128.4
24270,2017-08-01,2017,Aug,Siddipet,Kondapak,95.15
24271,2017-08-01,2017,Aug,Siddipet,Komaravelly,75.1
24272,2017-08-01,2017,Aug,Siddipet,Cheriyal,102.4
24273,2017-08-01,2017,Aug,Siddipet,Maddur,79.95
24274,2017-08-01,2017,Aug,Jangaon,Tharigoppula,130.3
24275,2017-08-01,2017,Aug,Jangaon,Chilpur,94.2
24276,2017-08-01,2017,Aug,Jangaon,Zaffergadh,123.32
24277,2017-08-01,2017,Aug,Jangaon,Ganpur_Stn,143.31
24278,2017-08-01,2017,Aug,Jangaon,Raghunathpalle,138.85
24279,2017-08-01,2017,Aug,Jangaon,Narmetta,102.9
24280,2017-08-01,2017,Aug,Jangaon,Bachannapeta,103.82
24281,2017-08-01,2017,Aug,Jangaon,Jangaon,96.08
24282,2017-08-01,2017,Aug,Jangaon,Lingalaghanpur,173.5
24283,2017-08-01,2017,Aug,Jangaon,Gundala,93.55
24284,2017-08-01,2017,Aug,Jangaon,Devaruppala,140.37
24285,2017-08-01,2017,Aug,Jangaon,Palakurthi,223.55
24286,2017-08-01,2017,Aug,Jangaon,Kodakandla,238.6
24287,2017-08-01,2017,Aug,Yadadri-Bhongir,Turkapalle_M,45.2
24288,2017-08-01,2017,Aug,Yadadri-Bhongir,Rajapet,83.59
24289,2017-08-01,2017,Aug,Yadadri-Bhongir,Alair,53.23
24290,2017-08-01,2017,Aug,Yadadri-Bhongir,Mootakondur,177.9
24291,2017-08-01,2017,Aug,Yadadri-Bhongir,Yadagirigutta,138.45
24292,2017-08-01,2017,Aug,Yadadri-Bhongir,Bhongiri,117.08
24293,2017-08-01,2017,Aug,Yadadri-Bhongir,Bommalaramaram,81.99
24294,2017-08-01,2017,Aug,Yadadri-Bhongir,Bibinagar,151.29
24295,2017-08-01,2017,Aug,Yadadri-Bhongir,Pochampalle,139.0
24296,2017-08-01,2017,Aug,Yadadri-Bhongir,Choutuppal,75.59
24297,2017-08-01,2017,Aug,Yadadri-Bhongir,Narayanapur,98.88
24298,2017-08-01,2017,Aug,Yadadri-Bhongir,Ramannapeta,146.34
24299,2017-08-01,2017,Aug,Yadadri-Bhongir,Valigonda,117.54
24300,2017-08-01,2017,Aug,Yadadri-Bhongir,Atmakur_M,125.75
24301,2017-08-01,2017,Aug,Yadadri-Bhongir,Mothkur,166.99
24302,2017-08-01,2017,Aug,Yadadri-Bhongir,Addagudur,208.3
24303,2017-08-01,2017,Aug,Medchal-Malkajgiri,Medchel,82.5
24304,2017-08-01,2017,Aug,Medchal-Malkajgiri,Dundigal_Gandimaisamma,196.3
24305,2017-08-01,2017,Aug,Medchal-Malkajgiri,Bachpalle,189.4
24306,2017-08-01,2017,Aug,Medchal-Malkajgiri,Quthbullapur,235.29
24307,2017-08-01,2017,Aug,Medchal-Malkajgiri,Kukatpally,299.5
24308,2017-08-01,2017,Aug,Medchal-Malkajgiri,Balanagar,267.97
24309,2017-08-01,2017,Aug,Medchal-Malkajgiri,Alwal,264.6
24310,2017-08-01,2017,Aug,Medchal-Malkajgiri,Malkajgiri,235.85
24311,2017-08-01,2017,Aug,Medchal-Malkajgiri,Uppal,232.08
24312,2017-08-01,2017,Aug,Medchal-Malkajgiri,Medipally,283.5
24313,2017-08-01,2017,Aug,Medchal-Malkajgiri,Kapra,221.05
24314,2017-08-01,2017,Aug,Medchal-Malkajgiri,Shamirpet,130.33
24315,2017-08-01,2017,Aug,Medchal-Malkajgiri,Keesara,201.25
24316,2017-08-01,2017,Aug,Medchal-Malkajgiri,Ghatkesar,228.1
24317,2017-08-01,2017,Aug,Hyderabad,Shaikpet,159.2
24318,2017-08-01,2017,Aug,Hyderabad,Ameerpet,241.1
24319,2017-08-01,2017,Aug,Hyderabad,Secunderabad,197.55
24320,2017-08-01,2017,Aug,Hyderabad,Tirumalgiri,202.05
24321,2017-08-01,2017,Aug,Hyderabad,Maredpally,192.85
24322,2017-08-01,2017,Aug,Hyderabad,Musheerabad,201.0
24323,2017-08-01,2017,Aug,Hyderabad,Amberpet,303.35
24324,2017-08-01,2017,Aug,Hyderabad,Himayatnagar,204.9
24325,2017-08-01,2017,Aug,Hyderabad,Nampally,252.3
24326,2017-08-01,2017,Aug,Hyderabad,Khairatabad,241.55
24327,2017-08-01,2017,Aug,Hyderabad,Asifnagar,258.6
24328,2017-08-01,2017,Aug,Hyderabad,Golkonda,267.02
24329,2017-08-01,2017,Aug,Hyderabad,Bahadurpura,255.65
24330,2017-08-01,2017,Aug,Hyderabad,Bandlaguda,252.7
24331,2017-08-01,2017,Aug,Hyderabad,Charminar,343.65
24332,2017-08-01,2017,Aug,Hyderabad,Saidabad,318.9
24333,2017-08-01,2017,Aug,Rangareddy,Shankarpalle,112.89
24334,2017-08-01,2017,Aug,Rangareddy,Serilingampally,203.5
24335,2017-08-01,2017,Aug,Rangareddy,Gandipet,154.3
24336,2017-08-01,2017,Aug,Rangareddy,Rajendranagar,158.2
24337,2017-08-01,2017,Aug,Rangareddy,Balapur,208.5
24338,2017-08-01,2017,Aug,Rangareddy,Saroornagar,222.4
24339,2017-08-01,2017,Aug,Rangareddy,Hayathnagar,179.5
24340,2017-08-01,2017,Aug,Rangareddy,Abdullapurmet,169.1
24341,2017-08-01,2017,Aug,Rangareddy,Ibrahimpatnam,152.41
24342,2017-08-01,2017,Aug,Rangareddy,Manchal,144.13
24343,2017-08-01,2017,Aug,Rangareddy,Yacharam,136.1
24344,2017-08-01,2017,Aug,Rangareddy,Madgul,93.98
24345,2017-08-01,2017,Aug,Rangareddy,Amangal,90.15
24346,2017-08-01,2017,Aug,Rangareddy,Talakondapalle,104.39
24347,2017-08-01,2017,Aug,Rangareddy,Keshampeta,142.37
24348,2017-08-01,2017,Aug,Rangareddy,Kadthal,95.6
24349,2017-08-01,2017,Aug,Rangareddy,Kandukur,111.05
24350,2017-08-01,2017,Aug,Rangareddy,Maheshwaram,94.25
24351,2017-08-01,2017,Aug,Rangareddy,Shamshabad,219.8
24352,2017-08-01,2017,Aug,Rangareddy,Moinabad,104.25
24353,2017-08-01,2017,Aug,Rangareddy,Chevella,130.75
24354,2017-08-01,2017,Aug,Rangareddy,Shabad,79.85
24355,2017-08-01,2017,Aug,Rangareddy,Kothur,98.5
24356,2017-08-01,2017,Aug,Rangareddy,Nandigam,108.9
24357,2017-08-01,2017,Aug,Rangareddy,Farooqnagar,93.03
24358,2017-08-01,2017,Aug,Rangareddy,Kondurg,112.8
24359,2017-08-01,2017,Aug,Rangareddy,Chowdergudem,101.7
24360,2017-08-01,2017,Aug,Vikarabad,Marpalle,114.5
24361,2017-08-01,2017,Aug,Vikarabad,Mominpet,120.75
24362,2017-08-01,2017,Aug,Vikarabad,Nawabpet,60.5
24363,2017-08-01,2017,Aug,Vikarabad,Vikarabad,167.6
24364,2017-08-01,2017,Aug,Vikarabad,Pudur,197.6
24365,2017-08-01,2017,Aug,Vikarabad,Pargi,76.51
24366,2017-08-01,2017,Aug,Vikarabad,Kulkacharla,144.62
24367,2017-08-01,2017,Aug,Vikarabad,Doma,156.0
24368,2017-08-01,2017,Aug,Vikarabad,Bomraspeta,39.91
24369,2017-08-01,2017,Aug,Vikarabad,Dharur,157.15
24370,2017-08-01,2017,Aug,Vikarabad,Kotepally,116.9
24371,2017-08-01,2017,Aug,Vikarabad,Bantwaram,126.25
24372,2017-08-01,2017,Aug,Vikarabad,Peddemul,109.3
24373,2017-08-01,2017,Aug,Vikarabad,Tandur,191.3
24374,2017-08-01,2017,Aug,Vikarabad,Basheerabad,139.1
24375,2017-08-01,2017,Aug,Vikarabad,Yelal,112.21
24376,2017-08-01,2017,Aug,Vikarabad,Kodangal,94.35
24377,2017-08-01,2017,Aug,Vikarabad,Doulatabad,206.95
24378,2017-08-01,2017,Aug,Mahbubnagar,Damaragidda,211.37
24379,2017-08-01,2017,Aug,Mahbubnagar,Narayanpet,138.06
24380,2017-08-01,2017,Aug,Mahbubnagar,Utkoor,150.02
24381,2017-08-01,2017,Aug,Mahbubnagar,Maganoor,235.9
24382,2017-08-01,2017,Aug,Mahbubnagar,Krishna,162.8
24383,2017-08-01,2017,Aug,Mahbubnagar,Makthal,187.87
24384,2017-08-01,2017,Aug,Mahbubnagar,Narva,192.85
24385,2017-08-01,2017,Aug,Mahbubnagar,Chinna_Chintha_Kunta,116.62
24386,2017-08-01,2017,Aug,Mahbubnagar,Marikal,164.7
24387,2017-08-01,2017,Aug,Mahbubnagar,Dhanwada,164.55
24388,2017-08-01,2017,Aug,Mahbubnagar,Koilkonda,109.17
24389,2017-08-01,2017,Aug,Mahbubnagar,Maddur,121.2
24390,2017-08-01,2017,Aug,Mahbubnagar,Kosgi,157.26
24391,2017-08-01,2017,Aug,Mahbubnagar,Gandeed,148.87
24392,2017-08-01,2017,Aug,Mahbubnagar,Hanwada,86.95
24393,2017-08-01,2017,Aug,Mahbubnagar,Mahabubnagar_Rural,109.9
24394,2017-08-01,2017,Aug,Mahbubnagar,Devarkadara,192.5
24395,2017-08-01,2017,Aug,Mahbubnagar,Addakal,138.25
24396,2017-08-01,2017,Aug,Mahbubnagar,Musapet,149.3
24397,2017-08-01,2017,Aug,Mahbubnagar,Bhoothpur,105.15
24398,2017-08-01,2017,Aug,Mahbubnagar,Mahabubnagar_Urban,167.88
24399,2017-08-01,2017,Aug,Mahbubnagar,Nawabpet,177.4
24400,2017-08-01,2017,Aug,Mahbubnagar,Balanagar,121.84
24401,2017-08-01,2017,Aug,Mahbubnagar,Rajapur,120.9
24402,2017-08-01,2017,Aug,Mahbubnagar,Jadcherla,115.3
24403,2017-08-01,2017,Aug,Mahbubnagar,Midjil,84.95
24404,2017-08-01,2017,Aug,Jogulamba-Gadwal,Kaloor_Timmanadoddi,208.4
24405,2017-08-01,2017,Aug,Jogulamba-Gadwal,Dharur,146.18
24406,2017-08-01,2017,Aug,Jogulamba-Gadwal,Gadwal,138.36
24407,2017-08-01,2017,Aug,Jogulamba-Gadwal,Itikyal,269.55
24408,2017-08-01,2017,Aug,Jogulamba-Gadwal,Maldakal,155.49
24409,2017-08-01,2017,Aug,Jogulamba-Gadwal,Ghattu,169.85
24410,2017-08-01,2017,Aug,Jogulamba-Gadwal,Aiza,121.93
24411,2017-08-01,2017,Aug,Jogulamba-Gadwal,Rajoli,183.6
24412,2017-08-01,2017,Aug,Jogulamba-Gadwal,Waddepalle,230.4
24413,2017-08-01,2017,Aug,Jogulamba-Gadwal,Manopad,233.4
24414,2017-08-01,2017,Aug,Jogulamba-Gadwal,Undavelli,198.75
24415,2017-08-01,2017,Aug,Jogulamba-Gadwal,Alampur,110.4
24416,2017-08-01,2017,Aug,Wanaparthy,Amarchinta,128.7
24417,2017-08-01,2017,Aug,Wanaparthy,Madanapur,150.3
24418,2017-08-01,2017,Aug,Wanaparthy,Peddamandadi,104.8
24419,2017-08-01,2017,Aug,Wanaparthy,Ghanpur,144.12
24420,2017-08-01,2017,Aug,Wanaparthy,Gopalpeta,110.15
24421,2017-08-01,2017,Aug,Wanaparthy,Revelly,84.0
24422,2017-08-01,2017,Aug,Wanaparthy,Pangal,166.28
24423,2017-08-01,2017,Aug,Wanaparthy,Wanaparthy,162.2
24424,2017-08-01,2017,Aug,Wanaparthy,Kothakota,141.23
24425,2017-08-01,2017,Aug,Wanaparthy,Atmakur,191.6
24426,2017-08-01,2017,Aug,Wanaparthy,Pebbair,202.45
24427,2017-08-01,2017,Aug,Wanaparthy,Srirangapur,185.8
24428,2017-08-01,2017,Aug,Wanaparthy,Veepangandla,171.35
24429,2017-08-01,2017,Aug,Wanaparthy,Chinnambavi,279.6
24430,2017-08-01,2017,Aug,Nagarkurnool,Thimmajipeta,136.0
24431,2017-08-01,2017,Aug,Nagarkurnool,Bijinapalle,99.98
24432,2017-08-01,2017,Aug,Nagarkurnool,Nagar_Kurnool,58.11
24433,2017-08-01,2017,Aug,Nagarkurnool,Tadoor,98.5
24434,2017-08-01,2017,Aug,Nagarkurnool,Urkonda,75.4
24435,2017-08-01,2017,Aug,Nagarkurnool,Veldanda,78.4
24436,2017-08-01,2017,Aug,Nagarkurnool,Charakonda,54.9
24437,2017-08-01,2017,Aug,Nagarkurnool,Vangoor,83.85
24438,2017-08-01,2017,Aug,Nagarkurnool,Kalwakurthy,101.31
24439,2017-08-01,2017,Aug,Nagarkurnool,Telkapalle,98.81
24440,2017-08-01,2017,Aug,Nagarkurnool,Uppunuthala,67.42
24441,2017-08-01,2017,Aug,Nagarkurnool,Achampet,97.94
24442,2017-08-01,2017,Aug,Nagarkurnool,Amrabad,135.1
24443,2017-08-01,2017,Aug,Nagarkurnool,Padra,66.55
24444,2017-08-01,2017,Aug,Nagarkurnool,Balmoor,101.54
24445,2017-08-01,2017,Aug,Nagarkurnool,Lingal,156.35
24446,2017-08-01,2017,Aug,Nagarkurnool,Peddakothapalle,182.98
24447,2017-08-01,2017,Aug,Nagarkurnool,Kodair,175.1
24448,2017-08-01,2017,Aug,Nagarkurnool,Kollapur,184.2
24449,2017-08-01,2017,Aug,Nagarkurnool,Pentlavelli,185.0
24450,2017-08-01,2017,Aug,Nalgonda,Chityala,79.45
24451,2017-08-01,2017,Aug,Nalgonda,Narketpalle,115.06
24452,2017-08-01,2017,Aug,Nalgonda,Kattangoor,185.26
24453,2017-08-01,2017,Aug,Nalgonda,Saligouraram,196.65
24454,2017-08-01,2017,Aug,Nalgonda,Nakrekal,305.9
24455,2017-08-01,2017,Aug,Nalgonda,Kethepalle,216.55
24456,2017-08-01,2017,Aug,Nalgonda,Thipparthi,207.37
24457,2017-08-01,2017,Aug,Nalgonda,Nalgonda,165.35
24458,2017-08-01,2017,Aug,Nalgonda,Kangal,186.3
24459,2017-08-01,2017,Aug,Nalgonda,Munugode,166.55
24460,2017-08-01,2017,Aug,Nalgonda,Chandur,153.82
24461,2017-08-01,2017,Aug,Nalgonda,Marriguda,72.86
24462,2017-08-01,2017,Aug,Nalgonda,Chinthapalle,76.82
24463,2017-08-01,2017,Aug,Nalgonda,Nampalle,84.57
24464,2017-08-01,2017,Aug,Nalgonda,Gurrampode,73.55
24465,2017-08-01,2017,Aug,Nalgonda,Anumula_Haliya,103.87
24466,2017-08-01,2017,Aug,Nalgonda,Nidamanur,164.73
24467,2017-08-01,2017,Aug,Nalgonda,Thripuraram,195.6
24468,2017-08-01,2017,Aug,Nalgonda,Madugulapally,205.0
24469,2017-08-01,2017,Aug,Nalgonda,Vemulapalle,227.3
24470,2017-08-01,2017,Aug,Nalgonda,Miryalaguda,182.97
24471,2017-08-01,2017,Aug,Nalgonda,Damaracherla,128.86
24472,2017-08-01,2017,Aug,Nalgonda,Adavi Devula Palli,148.0
24473,2017-08-01,2017,Aug,Nalgonda,Tirumalagiri_Sagar,122.1
24474,2017-08-01,2017,Aug,Nalgonda,Peddavura,100.76
24475,2017-08-01,2017,Aug,Nalgonda,Pedda_Adiserlapalle,127.6
24476,2017-08-01,2017,Aug,Nalgonda,Neredugommu,63.3
24477,2017-08-01,2017,Aug,Nalgonda,Kondamallapally,108.8
24478,2017-08-01,2017,Aug,Nalgonda,Devarakonda,117.16
24479,2017-08-01,2017,Aug,Nalgonda,Gundlapalle,96.94
24480,2017-08-01,2017,Aug,Nalgonda,Chandampet,95.77
24481,2017-08-01,2017,Aug,Suryapet,Nagaram,189.0
24482,2017-08-01,2017,Aug,Suryapet,Thirumalagiri,177.95
24483,2017-08-01,2017,Aug,Suryapet,Thungathurthi,181.8
24484,2017-08-01,2017,Aug,Suryapet,Maddirala,149.4
24485,2017-08-01,2017,Aug,Suryapet,Noothankal,157.5
24486,2017-08-01,2017,Aug,Suryapet,Jajireddigudem,198.7
24487,2017-08-01,2017,Aug,Suryapet,Suryapet,224.7
24488,2017-08-01,2017,Aug,Suryapet,Atmakur_S,229.7
24489,2017-08-01,2017,Aug,Suryapet,Mothey,140.77
24490,2017-08-01,2017,Aug,Suryapet,Chivvemla,167.79
24491,2017-08-01,2017,Aug,Suryapet,Penpahad,255.8
24492,2017-08-01,2017,Aug,Suryapet,Munagala,236.35
24493,2017-08-01,2017,Aug,Suryapet,Nadigudem,189.2
24494,2017-08-01,2017,Aug,Suryapet,Ananthagiri,181.6
24495,2017-08-01,2017,Aug,Suryapet,Kodad,202.3
24496,2017-08-01,2017,Aug,Suryapet,Chilkur,261.05
24497,2017-08-01,2017,Aug,Suryapet,Garidepalle,164.58
24498,2017-08-01,2017,Aug,Suryapet,Neredcherla,181.14
24499,2017-08-01,2017,Aug,Suryapet,Palakeedu,203.6
24500,2017-08-01,2017,Aug,Suryapet,Mattampalle,124.43
24501,2017-08-01,2017,Aug,Suryapet,Huzur Nagar,193.6
24502,2017-08-01,2017,Aug,Suryapet,Mellachervu,121.3
24503,2017-08-01,2017,Aug,Suryapet,Chinthala Palem,98.4
24504,2017-08-01,2017,Aug,Khammam,Singareni,212.6
24505,2017-08-01,2017,Aug,Khammam,Kamepalle,245.05
24506,2017-08-01,2017,Aug,Khammam,Raghunadhapalem,291.8
24507,2017-08-01,2017,Aug,Khammam,Khammam_Rural,279.0
24508,2017-08-01,2017,Aug,Khammam,Thirumalayapalem,254.11
24509,2017-08-01,2017,Aug,Khammam,Kusumanchi,205.75
24510,2017-08-01,2017,Aug,Khammam,Nelakondapalle,273.55
24511,2017-08-01,2017,Aug,Khammam,Mudigonda,230.05
24512,2017-08-01,2017,Aug,Khammam,Chinthakani,254.2
24513,2017-08-01,2017,Aug,Khammam,Khammam_Urban,309.75
24514,2017-08-01,2017,Aug,Khammam,Konijerla,293.75
24515,2017-08-01,2017,Aug,Khammam,Enkuru,233.32
24516,2017-08-01,2017,Aug,Khammam,Kalluru,198.3
24517,2017-08-01,2017,Aug,Khammam,Penuballi,262.93
24518,2017-08-01,2017,Aug,Khammam,Sathupalle,321.11
24519,2017-08-01,2017,Aug,Khammam,Vemsoor,249.7
24520,2017-08-01,2017,Aug,Khammam,Thallada,188.71
24521,2017-08-01,2017,Aug,Khammam,Wyra,148.3
24522,2017-08-01,2017,Aug,Khammam,Bonakal,260.75
24523,2017-08-01,2017,Aug,Khammam,Madhira,206.74
24524,2017-08-01,2017,Aug,Khammam,Yerrupalem,188.7
24525,2004-09-01,2004,Sep,Adilabad,Bheempoor,61.2
24526,2005-09-01,2005,Sep,Adilabad,Bheempoor,118.3
24527,2006-09-01,2006,Sep,Adilabad,Bheempoor,246.2
24528,2007-09-01,2007,Sep,Adilabad,Bheempoor,235.6
24529,2008-09-01,2008,Sep,Adilabad,Bheempoor,216.0
24530,2009-09-01,2009,Sep,Adilabad,Bheempoor,107.2
24531,2010-09-01,2010,Sep,Adilabad,Bheempoor,163.4
24532,2011-09-01,2011,Sep,Adilabad,Bheempoor,102.4
24533,2012-09-01,2012,Sep,Adilabad,Bheempoor,170.4
24534,2013-09-01,2013,Sep,Adilabad,Bheempoor,125.4
24535,2014-09-01,2014,Sep,Adilabad,Bheempoor,248.0
24536,2015-09-01,2015,Sep,Adilabad,Bheempoor,254.2
24537,2016-09-01,2016,Sep,Adilabad,Bheempoor,236.8
24538,2004-09-01,2004,Sep,Adilabad,Jainad,121.0
24539,2005-09-01,2005,Sep,Adilabad,Jainad,216.0
24540,2006-09-01,2006,Sep,Adilabad,Jainad,343.2
24541,2007-09-01,2007,Sep,Adilabad,Jainad,258.0
24542,2008-09-01,2008,Sep,Adilabad,Jainad,138.0
24543,2009-09-01,2009,Sep,Adilabad,Jainad,145.8
24544,2010-09-01,2010,Sep,Adilabad,Jainad,222.2
24545,2011-09-01,2011,Sep,Adilabad,Jainad,75.8
24546,2012-09-01,2012,Sep,Adilabad,Jainad,186.0
24547,2013-09-01,2013,Sep,Adilabad,Jainad,148.6
24548,2014-09-01,2014,Sep,Adilabad,Jainad,309.0
24549,2015-09-01,2015,Sep,Adilabad,Jainad,205.4
24550,2016-09-01,2016,Sep,Adilabad,Jainad,268.6
24551,2004-09-01,2004,Sep,Adilabad,Bela,81.9
24552,2005-09-01,2005,Sep,Adilabad,Bela,136.8
24553,2006-09-01,2006,Sep,Adilabad,Bela,284.2
24554,2007-09-01,2007,Sep,Adilabad,Bela,168.0
24555,2008-09-01,2008,Sep,Adilabad,Bela,151.8
24556,2009-09-01,2009,Sep,Adilabad,Bela,53.6
24557,2010-09-01,2010,Sep,Adilabad,Bela,188.6
24558,2011-09-01,2011,Sep,Adilabad,Bela,196.6
24559,2012-09-01,2012,Sep,Adilabad,Bela,291.0
24560,2013-09-01,2013,Sep,Adilabad,Bela,130.0
24561,2014-09-01,2014,Sep,Adilabad,Bela,275.8
24562,2015-09-01,2015,Sep,Adilabad,Bela,244.6
24563,2016-09-01,2016,Sep,Adilabad,Bela,269.6
24564,2004-09-01,2004,Sep,Adilabad,Gadiguda,43.1
24565,2005-09-01,2005,Sep,Adilabad,Gadiguda,215.0
24566,2006-09-01,2006,Sep,Adilabad,Gadiguda,190.2
24567,2007-09-01,2007,Sep,Adilabad,Gadiguda,220.6
24568,2008-09-01,2008,Sep,Adilabad,Gadiguda,157.0
24569,2009-09-01,2009,Sep,Adilabad,Gadiguda,72.0
24570,2010-09-01,2010,Sep,Adilabad,Gadiguda,235.0
24571,2011-09-01,2011,Sep,Adilabad,Gadiguda,125.4
24572,2012-09-01,2012,Sep,Adilabad,Gadiguda,268.0
24573,2013-09-01,2013,Sep,Adilabad,Gadiguda,103.2
24574,2014-09-01,2014,Sep,Adilabad,Gadiguda,201.6
24575,2015-09-01,2015,Sep,Adilabad,Gadiguda,186.6
24576,2016-09-01,2016,Sep,Adilabad,Gadiguda,322.8
24577,2004-09-01,2004,Sep,Adilabad,Narnoor,43.1
24578,2005-09-01,2005,Sep,Adilabad,Narnoor,215.0
24579,2006-09-01,2006,Sep,Adilabad,Narnoor,190.2
24580,2007-09-01,2007,Sep,Adilabad,Narnoor,220.6
24581,2008-09-01,2008,Sep,Adilabad,Narnoor,157.0
24582,2009-09-01,2009,Sep,Adilabad,Narnoor,72.0
24583,2010-09-01,2010,Sep,Adilabad,Narnoor,235.0
24584,2011-09-01,2011,Sep,Adilabad,Narnoor,125.4
24585,2012-09-01,2012,Sep,Adilabad,Narnoor,268.0
24586,2013-09-01,2013,Sep,Adilabad,Narnoor,103.2
24587,2014-09-01,2014,Sep,Adilabad,Narnoor,201.6
24588,2015-09-01,2015,Sep,Adilabad,Narnoor,186.6
24589,2016-09-01,2016,Sep,Adilabad,Narnoor,322.8
24590,2004-09-01,2004,Sep,Adilabad,Inderavelly,62.0
24591,2005-09-01,2005,Sep,Adilabad,Inderavelly,202.2
24592,2006-09-01,2006,Sep,Adilabad,Inderavelly,223.4
24593,2007-09-01,2007,Sep,Adilabad,Inderavelly,197.0
24594,2008-09-01,2008,Sep,Adilabad,Inderavelly,107.0
24595,2009-09-01,2009,Sep,Adilabad,Inderavelly,170.2
24596,2010-09-01,2010,Sep,Adilabad,Inderavelly,194.0
24597,2011-09-01,2011,Sep,Adilabad,Inderavelly,97.8
24598,2012-09-01,2012,Sep,Adilabad,Inderavelly,295.8
24599,2013-09-01,2013,Sep,Adilabad,Inderavelly,109.6
24600,2014-09-01,2014,Sep,Adilabad,Inderavelly,172.0
24601,2015-09-01,2015,Sep,Adilabad,Inderavelly,243.6
24602,2016-09-01,2016,Sep,Adilabad,Inderavelly,348.4
24603,2004-09-01,2004,Sep,Adilabad,Gudihathnur,120.8
24604,2005-09-01,2005,Sep,Adilabad,Gudihathnur,129.9
24605,2006-09-01,2006,Sep,Adilabad,Gudihathnur,217.0
24606,2007-09-01,2007,Sep,Adilabad,Gudihathnur,274.4
24607,2008-09-01,2008,Sep,Adilabad,Gudihathnur,76.2
