,Year-Month,Year,Month,District,Mandal,cummRainFall
0,2004-06-01,2004,June,Adilabad,Bheempoor,73.9
1,2005-06-01,2005,June,Adilabad,Bheempoor,150.2
2,2006-06-01,2006,June,Adilabad,Bheempoor,184.9
3,2007-06-01,2007,June,Adilabad,Bheempoor,279.2
4,2008-06-01,2008,June,Adilabad,Bheempoor,156.2
5,2009-06-01,2009,June,Adilabad,Bheempoor,158.0
6,2010-06-01,2010,June,Adilabad,Bheempoor,96.4
7,2011-06-01,2011,June,Adilabad,Bheempoor,103.2
8,2012-06-01,2012,June,Adilabad,Bheempoor,86.4
9,2013-06-01,2013,June,Adilabad,Bheempoor,411.45
10,2014-06-01,2014,June,Adilabad,Bheempoor,57.6
11,2015-06-01,2015,June,Adilabad,Bheempoor,334.6
12,2016-06-01,2016,June,Adilabad,Bheempoor,334.0
13,2004-06-01,2004,June,Adilabad,Jainad,98.0
14,2005-06-01,2005,June,Adilabad,Jainad,200.0
15,2006-06-01,2006,June,Adilabad,Jainad,166.4
16,2007-06-01,2007,June,Adilabad,Jainad,241.6
17,2008-06-01,2008,June,Adilabad,Jainad,98.2
18,2009-06-01,2009,June,Adilabad,Jainad,130.0
19,2010-06-01,2010,June,Adilabad,Jainad,222.2
20,2011-06-01,2011,June,Adilabad,Jainad,108.2
21,2012-06-01,2012,June,Adilabad,Jainad,161.8
22,2013-06-01,2013,June,Adilabad,Jainad,366.6
23,2014-06-01,2014,June,Adilabad,Jainad,45.0
24,2015-06-01,2015,June,Adilabad,Jainad,411.45
25,2016-06-01,2016,June,Adilabad,Jainad,219.2
26,2004-06-01,2004,June,Adilabad,Bela,122.8
27,2005-06-01,2005,June,Adilabad,Bela,171.8
28,2006-06-01,2006,June,Adilabad,Bela,237.8
29,2007-06-01,2007,June,Adilabad,Bela,222.5
30,2008-06-01,2008,June,Adilabad,Bela,116.6
31,2009-06-01,2009,June,Adilabad,Bela,128.6
32,2010-06-01,2010,June,Adilabad,Bela,123.8
33,2011-06-01,2011,June,Adilabad,Bela,48.4
34,2012-06-01,2012,June,Adilabad,Bela,200.0
35,2013-06-01,2013,June,Adilabad,Bela,411.45
36,2014-06-01,2014,June,Adilabad,Bela,137.6
37,2015-06-01,2015,June,Adilabad,Bela,267.8
38,2016-06-01,2016,June,Adilabad,Bela,178.0
39,2004-06-01,2004,June,Adilabad,Gadiguda,44.0
40,2005-06-01,2005,June,Adilabad,Gadiguda,83.0
41,2006-06-01,2006,June,Adilabad,Gadiguda,90.0
42,2007-06-01,2007,June,Adilabad,Gadiguda,265.2
43,2008-06-01,2008,June,Adilabad,Gadiguda,41.0
44,2009-06-01,2009,June,Adilabad,Gadiguda,51.4
45,2010-06-01,2010,June,Adilabad,Gadiguda,105.0
46,2011-06-01,2011,June,Adilabad,Gadiguda,125.0
47,2012-06-01,2012,June,Adilabad,Gadiguda,34.0
48,2013-06-01,2013,June,Adilabad,Gadiguda,302.0
49,2014-06-01,2014,June,Adilabad,Gadiguda,106.6
50,2015-06-01,2015,June,Adilabad,Gadiguda,287.8
51,2016-06-01,2016,June,Adilabad,Gadiguda,281.0
52,2004-06-01,2004,June,Adilabad,Narnoor,44.0
53,2005-06-01,2005,June,Adilabad,Narnoor,83.0
54,2006-06-01,2006,June,Adilabad,Narnoor,90.0
55,2007-06-01,2007,June,Adilabad,Narnoor,265.2
56,2008-06-01,2008,June,Adilabad,Narnoor,41.0
57,2009-06-01,2009,June,Adilabad,Narnoor,51.4
58,2010-06-01,2010,June,Adilabad,Narnoor,105.0
59,2011-06-01,2011,June,Adilabad,Narnoor,125.0
60,2012-06-01,2012,June,Adilabad,Narnoor,34.0
61,2013-06-01,2013,June,Adilabad,Narnoor,302.0
62,2014-06-01,2014,June,Adilabad,Narnoor,106.6
63,2015-06-01,2015,June,Adilabad,Narnoor,287.8
64,2016-06-01,2016,June,Adilabad,Narnoor,281.0
65,2004-06-01,2004,June,Adilabad,Inderavelly,102.6
66,2005-06-01,2005,June,Adilabad,Inderavelly,141.4
67,2006-06-01,2006,June,Adilabad,Inderavelly,206.4
68,2007-06-01,2007,June,Adilabad,Inderavelly,164.2
69,2008-06-01,2008,June,Adilabad,Inderavelly,119.2
70,2009-06-01,2009,June,Adilabad,Inderavelly,81.4
71,2010-06-01,2010,June,Adilabad,Inderavelly,67.6
72,2011-06-01,2011,June,Adilabad,Inderavelly,169.8
73,2012-06-01,2012,June,Adilabad,Inderavelly,127.4
74,2013-06-01,2013,June,Adilabad,Inderavelly,395.4
75,2014-06-01,2014,June,Adilabad,Inderavelly,62.0
76,2015-06-01,2015,June,Adilabad,Inderavelly,411.45
77,2016-06-01,2016,June,Adilabad,Inderavelly,194.4
78,2004-06-01,2004,June,Adilabad,Gudihathnur,145.0
79,2005-06-01,2005,June,Adilabad,Gudihathnur,149.4
80,2006-06-01,2006,June,Adilabad,Gudihathnur,168.9
81,2007-06-01,2007,June,Adilabad,Gudihathnur,185.6
82,2008-06-01,2008,June,Adilabad,Gudihathnur,140.8
83,2009-06-01,2009,June,Adilabad,Gudihathnur,198.2
84,2010-06-01,2010,June,Adilabad,Gudihathnur,101.4
85,2011-06-01,2011,June,Adilabad,Gudihathnur,125.2
86,2012-06-01,2012,June,Adilabad,Gudihathnur,108.4
87,2013-06-01,2013,June,Adilabad,Gudihathnur,411.45
88,2014-06-01,2014,June,Adilabad,Gudihathnur,84.2
89,2015-06-01,2015,June,Adilabad,Gudihathnur,341.6
90,2016-06-01,2016,June,Adilabad,Gudihathnur,232.6
91,2004-06-01,2004,June,Adilabad,Adilabad Rural,202.8
92,2005-06-01,2005,June,Adilabad,Adilabad Rural,170.8
93,2006-06-01,2006,June,Adilabad,Adilabad Rural,181.8
94,2007-06-01,2007,June,Adilabad,Adilabad Rural,275.9
95,2008-06-01,2008,June,Adilabad,Adilabad Rural,91.9
96,2009-06-01,2009,June,Adilabad,Adilabad Rural,176.4
97,2010-06-01,2010,June,Adilabad,Adilabad Rural,104.4
98,2011-06-01,2011,June,Adilabad,Adilabad Rural,110.4
99,2012-06-01,2012,June,Adilabad,Adilabad Rural,133.8
100,2013-06-01,2013,June,Adilabad,Adilabad Rural,411.45
101,2014-06-01,2014,June,Adilabad,Adilabad Rural,59.0
102,2015-06-01,2015,June,Adilabad,Adilabad Rural,344.4
103,2016-06-01,2016,June,Adilabad,Adilabad Rural,321.8
104,2004-06-01,2004,June,Adilabad,Adilabad Urban,202.8
105,2005-06-01,2005,June,Adilabad,Adilabad Urban,170.8
106,2006-06-01,2006,June,Adilabad,Adilabad Urban,181.8
107,2007-06-01,2007,June,Adilabad,Adilabad Urban,275.9
108,2008-06-01,2008,June,Adilabad,Adilabad Urban,91.9
109,2009-06-01,2009,June,Adilabad,Adilabad Urban,176.4
110,2010-06-01,2010,June,Adilabad,Adilabad Urban,104.4
111,2011-06-01,2011,June,Adilabad,Adilabad Urban,110.4
112,2012-06-01,2012,June,Adilabad,Adilabad Urban,133.8
113,2013-06-01,2013,June,Adilabad,Adilabad Urban,411.45
114,2014-06-01,2014,June,Adilabad,Adilabad Urban,59.0
115,2015-06-01,2015,June,Adilabad,Adilabad Urban,344.4
116,2016-06-01,2016,June,Adilabad,Adilabad Urban,321.8
117,2004-06-01,2004,June,Adilabad,Mavala,202.8
118,2005-06-01,2005,June,Adilabad,Mavala,170.8
119,2006-06-01,2006,June,Adilabad,Mavala,181.8
120,2007-06-01,2007,June,Adilabad,Mavala,275.9
121,2008-06-01,2008,June,Adilabad,Mavala,91.9
122,2009-06-01,2009,June,Adilabad,Mavala,176.4
123,2010-06-01,2010,June,Adilabad,Mavala,104.4
124,2011-06-01,2011,June,Adilabad,Mavala,110.4
125,2012-06-01,2012,June,Adilabad,Mavala,133.8
126,2013-06-01,2013,June,Adilabad,Mavala,411.45
127,2014-06-01,2014,June,Adilabad,Mavala,59.0
128,2015-06-01,2015,June,Adilabad,Mavala,344.4
129,2016-06-01,2016,June,Adilabad,Mavala,321.8
130,2004-06-01,2004,June,Adilabad,Tamsi,73.9
131,2005-06-01,2005,June,Adilabad,Tamsi,150.2
132,2006-06-01,2006,June,Adilabad,Tamsi,184.9
133,2007-06-01,2007,June,Adilabad,Tamsi,279.2
134,2008-06-01,2008,June,Adilabad,Tamsi,156.2
135,2009-06-01,2009,June,Adilabad,Tamsi,158.0
136,2010-06-01,2010,June,Adilabad,Tamsi,96.4
137,2011-06-01,2011,June,Adilabad,Tamsi,103.2
138,2012-06-01,2012,June,Adilabad,Tamsi,86.4
139,2013-06-01,2013,June,Adilabad,Tamsi,411.45
140,2014-06-01,2014,June,Adilabad,Tamsi,57.6
141,2015-06-01,2015,June,Adilabad,Tamsi,334.6
142,2016-06-01,2016,June,Adilabad,Tamsi,334.0
143,2004-06-01,2004,June,Adilabad,Talamadugu,73.9
144,2005-06-01,2005,June,Adilabad,Talamadugu,150.2
145,2006-06-01,2006,June,Adilabad,Talamadugu,113.9
146,2007-06-01,2007,June,Adilabad,Talamadugu,278.6
147,2008-06-01,2008,June,Adilabad,Talamadugu,108.2
148,2009-06-01,2009,June,Adilabad,Talamadugu,215.0
149,2010-06-01,2010,June,Adilabad,Talamadugu,103.0
150,2011-06-01,2011,June,Adilabad,Talamadugu,153.6
151,2012-06-01,2012,June,Adilabad,Talamadugu,107.8
152,2013-06-01,2013,June,Adilabad,Talamadugu,351.2
153,2014-06-01,2014,June,Adilabad,Talamadugu,93.8
154,2015-06-01,2015,June,Adilabad,Talamadugu,411.45
155,2016-06-01,2016,June,Adilabad,Talamadugu,333.4
156,2004-06-01,2004,June,Adilabad,Bazarhathnoor,80.5
157,2005-06-01,2005,June,Adilabad,Bazarhathnoor,153.0
158,2006-06-01,2006,June,Adilabad,Bazarhathnoor,212.0
159,2007-06-01,2007,June,Adilabad,Bazarhathnoor,221.6
160,2008-06-01,2008,June,Adilabad,Bazarhathnoor,233.0
161,2009-06-01,2009,June,Adilabad,Bazarhathnoor,144.8
162,2010-06-01,2010,June,Adilabad,Bazarhathnoor,62.8
163,2011-06-01,2011,June,Adilabad,Bazarhathnoor,200.6
164,2012-06-01,2012,June,Adilabad,Bazarhathnoor,177.2
165,2013-06-01,2013,June,Adilabad,Bazarhathnoor,411.45
166,2014-06-01,2014,June,Adilabad,Bazarhathnoor,108.0
167,2015-06-01,2015,June,Adilabad,Bazarhathnoor,357.0
168,2016-06-01,2016,June,Adilabad,Bazarhathnoor,295.4
169,2004-06-01,2004,June,Adilabad,Boath,36.2
170,2005-06-01,2005,June,Adilabad,Boath,136.2
171,2006-06-01,2006,June,Adilabad,Boath,144.9
172,2007-06-01,2007,June,Adilabad,Boath,99.2
173,2008-06-01,2008,June,Adilabad,Boath,184.4
174,2009-06-01,2009,June,Adilabad,Boath,177.2
175,2010-06-01,2010,June,Adilabad,Boath,204.8
176,2011-06-01,2011,June,Adilabad,Boath,129.4
177,2012-06-01,2012,June,Adilabad,Boath,151.2
178,2013-06-01,2013,June,Adilabad,Boath,349.4
179,2014-06-01,2014,June,Adilabad,Boath,49.4
180,2015-06-01,2015,June,Adilabad,Boath,331.4
181,2016-06-01,2016,June,Adilabad,Boath,347.0
182,2004-06-01,2004,June,Adilabad,Neradigonda,63.3
183,2005-06-01,2005,June,Adilabad,Neradigonda,95.8
184,2006-06-01,2006,June,Adilabad,Neradigonda,133.4
185,2007-06-01,2007,June,Adilabad,Neradigonda,133.6
186,2008-06-01,2008,June,Adilabad,Neradigonda,137.2
187,2009-06-01,2009,June,Adilabad,Neradigonda,162.4
188,2010-06-01,2010,June,Adilabad,Neradigonda,169.0
189,2011-06-01,2011,June,Adilabad,Neradigonda,126.2
190,2012-06-01,2012,June,Adilabad,Neradigonda,164.8
191,2013-06-01,2013,June,Adilabad,Neradigonda,394.4
192,2014-06-01,2014,June,Adilabad,Neradigonda,52.4
193,2015-06-01,2015,June,Adilabad,Neradigonda,332.8
194,2016-06-01,2016,June,Adilabad,Neradigonda,274.4
195,2004-06-01,2004,June,Adilabad,Ichoda,57.7
196,2005-06-01,2005,June,Adilabad,Ichoda,136.3
197,2006-06-01,2006,June,Adilabad,Ichoda,173.4
198,2007-06-01,2007,June,Adilabad,Ichoda,180.2
199,2008-06-01,2008,June,Adilabad,Ichoda,141.8
200,2009-06-01,2009,June,Adilabad,Ichoda,150.8
201,2010-06-01,2010,June,Adilabad,Ichoda,120.8
202,2011-06-01,2011,June,Adilabad,Ichoda,149.2
203,2012-06-01,2012,June,Adilabad,Ichoda,230.2
204,2013-06-01,2013,June,Adilabad,Ichoda,411.45
205,2014-06-01,2014,June,Adilabad,Ichoda,146.6
206,2015-06-01,2015,June,Adilabad,Ichoda,370.2
207,2016-06-01,2016,June,Adilabad,Ichoda,322.4
208,2004-06-01,2004,June,Adilabad,Sirikonda,102.6
209,2005-06-01,2005,June,Adilabad,Sirikonda,141.4
210,2006-06-01,2006,June,Adilabad,Sirikonda,206.4
211,2007-06-01,2007,June,Adilabad,Sirikonda,164.2
212,2008-06-01,2008,June,Adilabad,Sirikonda,119.2
213,2009-06-01,2009,June,Adilabad,Sirikonda,81.4
214,2010-06-01,2010,June,Adilabad,Sirikonda,67.6
215,2011-06-01,2011,June,Adilabad,Sirikonda,169.8
216,2012-06-01,2012,June,Adilabad,Sirikonda,127.4
217,2013-06-01,2013,June,Adilabad,Sirikonda,395.4
218,2014-06-01,2014,June,Adilabad,Sirikonda,62.0
219,2015-06-01,2015,June,Adilabad,Sirikonda,411.45
220,2016-06-01,2016,June,Adilabad,Sirikonda,194.4
221,2004-06-01,2004,June,Adilabad,Utnur,106.0
222,2005-06-01,2005,June,Adilabad,Utnur,141.4
223,2006-06-01,2006,June,Adilabad,Utnur,111.5
224,2007-06-01,2007,June,Adilabad,Utnur,149.4
225,2008-06-01,2008,June,Adilabad,Utnur,89.2
226,2009-06-01,2009,June,Adilabad,Utnur,94.8
227,2010-06-01,2010,June,Adilabad,Utnur,183.4
228,2011-06-01,2011,June,Adilabad,Utnur,155.6
229,2012-06-01,2012,June,Adilabad,Utnur,63.6
230,2013-06-01,2013,June,Adilabad,Utnur,395.8
231,2014-06-01,2014,June,Adilabad,Utnur,196.2
232,2015-06-01,2015,June,Adilabad,Utnur,358.8
233,2016-06-01,2016,June,Adilabad,Utnur,132.2
234,2004-06-01,2004,June,Kumuram Bheem,Jainoor,104.8
235,2005-06-01,2005,June,Kumuram Bheem,Jainoor,85.0
236,2006-06-01,2006,June,Kumuram Bheem,Jainoor,132.0
237,2007-06-01,2007,June,Kumuram Bheem,Jainoor,301.9
238,2008-06-01,2008,June,Kumuram Bheem,Jainoor,108.6
239,2009-06-01,2009,June,Kumuram Bheem,Jainoor,92.6
240,2010-06-01,2010,June,Kumuram Bheem,Jainoor,196.2
241,2011-06-01,2011,June,Kumuram Bheem,Jainoor,201.4
242,2012-06-01,2012,June,Kumuram Bheem,Jainoor,127.8
243,2013-06-01,2013,June,Kumuram Bheem,Jainoor,397.0
244,2014-06-01,2014,June,Kumuram Bheem,Jainoor,120.4
245,2015-06-01,2015,June,Kumuram Bheem,Jainoor,328.0
246,2016-06-01,2016,June,Kumuram Bheem,Jainoor,293.2
247,2004-06-01,2004,June,Kumuram Bheem,Sirpur_U,104.8
248,2005-06-01,2005,June,Kumuram Bheem,Sirpur_U,85.0
249,2006-06-01,2006,June,Kumuram Bheem,Sirpur_U,154.0
250,2007-06-01,2007,June,Kumuram Bheem,Sirpur_U,261.4
251,2008-06-01,2008,June,Kumuram Bheem,Sirpur_U,80.4
252,2009-06-01,2009,June,Kumuram Bheem,Sirpur_U,159.0
253,2010-06-01,2010,June,Kumuram Bheem,Sirpur_U,253.4
254,2011-06-01,2011,June,Kumuram Bheem,Sirpur_U,190.0
255,2012-06-01,2012,June,Kumuram Bheem,Sirpur_U,58.4
256,2013-06-01,2013,June,Kumuram Bheem,Sirpur_U,363.4
257,2014-06-01,2014,June,Kumuram Bheem,Sirpur_U,130.4
258,2015-06-01,2015,June,Kumuram Bheem,Sirpur_U,290.8
259,2016-06-01,2016,June,Kumuram Bheem,Sirpur_U,308.8
260,2004-06-01,2004,June,Kumuram Bheem,Lingapur,104.8
261,2005-06-01,2005,June,Kumuram Bheem,Lingapur,85.0
262,2006-06-01,2006,June,Kumuram Bheem,Lingapur,154.0
263,2007-06-01,2007,June,Kumuram Bheem,Lingapur,261.4
264,2008-06-01,2008,June,Kumuram Bheem,Lingapur,80.4
265,2009-06-01,2009,June,Kumuram Bheem,Lingapur,159.0
266,2010-06-01,2010,June,Kumuram Bheem,Lingapur,253.4
267,2011-06-01,2011,June,Kumuram Bheem,Lingapur,190.0
268,2012-06-01,2012,June,Kumuram Bheem,Lingapur,58.4
269,2013-06-01,2013,June,Kumuram Bheem,Lingapur,363.4
270,2014-06-01,2014,June,Kumuram Bheem,Lingapur,130.4
271,2015-06-01,2015,June,Kumuram Bheem,Lingapur,290.8
272,2016-06-01,2016,June,Kumuram Bheem,Lingapur,308.8
273,2004-06-01,2004,June,Kumuram Bheem,Tiryani,41.8
274,2005-06-01,2005,June,Kumuram Bheem,Tiryani,107.0
275,2006-06-01,2006,June,Kumuram Bheem,Tiryani,62.0
276,2007-06-01,2007,June,Kumuram Bheem,Tiryani,183.0
277,2008-06-01,2008,June,Kumuram Bheem,Tiryani,76.0
278,2009-06-01,2009,June,Kumuram Bheem,Tiryani,114.0
279,2010-06-01,2010,June,Kumuram Bheem,Tiryani,91.0
280,2011-06-01,2011,June,Kumuram Bheem,Tiryani,98.8
281,2012-06-01,2012,June,Kumuram Bheem,Tiryani,127.0
282,2013-06-01,2013,June,Kumuram Bheem,Tiryani,279.5
283,2014-06-01,2014,June,Kumuram Bheem,Tiryani,100.2
284,2015-06-01,2015,June,Kumuram Bheem,Tiryani,233.8
285,2016-06-01,2016,June,Kumuram Bheem,Tiryani,178.4
286,2004-06-01,2004,June,Kumuram Bheem,Rebbana,56.2
287,2005-06-01,2005,June,Kumuram Bheem,Rebbana,198.0
288,2006-06-01,2006,June,Kumuram Bheem,Rebbana,66.0
289,2007-06-01,2007,June,Kumuram Bheem,Rebbana,111.8
290,2008-06-01,2008,June,Kumuram Bheem,Rebbana,159.2
291,2009-06-01,2009,June,Kumuram Bheem,Rebbana,83.7
292,2010-06-01,2010,June,Kumuram Bheem,Rebbana,101.6
293,2011-06-01,2011,June,Kumuram Bheem,Rebbana,115.6
294,2012-06-01,2012,June,Kumuram Bheem,Rebbana,52.4
295,2013-06-01,2013,June,Kumuram Bheem,Rebbana,222.0
296,2014-06-01,2014,June,Kumuram Bheem,Rebbana,33.05
297,2015-06-01,2015,June,Kumuram Bheem,Rebbana,277.4
298,2016-06-01,2016,June,Kumuram Bheem,Rebbana,167.6
299,2004-06-01,2004,June,Kumuram Bheem,Asifabad,112.0
300,2005-06-01,2005,June,Kumuram Bheem,Asifabad,184.4
301,2006-06-01,2006,June,Kumuram Bheem,Asifabad,48.6
302,2007-06-01,2007,June,Kumuram Bheem,Asifabad,202.2
303,2008-06-01,2008,June,Kumuram Bheem,Asifabad,126.2
304,2009-06-01,2009,June,Kumuram Bheem,Asifabad,79.0
305,2010-06-01,2010,June,Kumuram Bheem,Asifabad,91.4
306,2011-06-01,2011,June,Kumuram Bheem,Asifabad,192.2
307,2012-06-01,2012,June,Kumuram Bheem,Asifabad,86.0
308,2013-06-01,2013,June,Kumuram Bheem,Asifabad,411.45
309,2014-06-01,2014,June,Kumuram Bheem,Asifabad,68.0
310,2015-06-01,2015,June,Kumuram Bheem,Asifabad,190.4
311,2016-06-01,2016,June,Kumuram Bheem,Asifabad,183.4
312,2004-06-01,2004,June,Kumuram Bheem,Kerameri,104.8
313,2005-06-01,2005,June,Kumuram Bheem,Kerameri,85.0
314,2006-06-01,2006,June,Kumuram Bheem,Kerameri,52.6
315,2007-06-01,2007,June,Kumuram Bheem,Kerameri,151.0
316,2008-06-01,2008,June,Kumuram Bheem,Kerameri,88.6
317,2009-06-01,2009,June,Kumuram Bheem,Kerameri,34.6
318,2010-06-01,2010,June,Kumuram Bheem,Kerameri,161.4
319,2011-06-01,2011,June,Kumuram Bheem,Kerameri,174.2
320,2012-06-01,2012,June,Kumuram Bheem,Kerameri,90.4
321,2013-06-01,2013,June,Kumuram Bheem,Kerameri,314.8
322,2014-06-01,2014,June,Kumuram Bheem,Kerameri,140.8
323,2015-06-01,2015,June,Kumuram Bheem,Kerameri,296.0
324,2016-06-01,2016,June,Kumuram Bheem,Kerameri,270.8
325,2004-06-01,2004,June,Kumuram Bheem,Wankdi,98.7
326,2005-06-01,2005,June,Kumuram Bheem,Wankdi,147.7
327,2006-06-01,2006,June,Kumuram Bheem,Wankdi,53.6
328,2007-06-01,2007,June,Kumuram Bheem,Wankdi,274.4
329,2008-06-01,2008,June,Kumuram Bheem,Wankdi,95.4
330,2009-06-01,2009,June,Kumuram Bheem,Wankdi,86.0
331,2010-06-01,2010,June,Kumuram Bheem,Wankdi,93.4
332,2011-06-01,2011,June,Kumuram Bheem,Wankdi,239.2
333,2012-06-01,2012,June,Kumuram Bheem,Wankdi,180.6
334,2013-06-01,2013,June,Kumuram Bheem,Wankdi,390.2
335,2014-06-01,2014,June,Kumuram Bheem,Wankdi,97.8
336,2015-06-01,2015,June,Kumuram Bheem,Wankdi,328.8
337,2016-06-01,2016,June,Kumuram Bheem,Wankdi,187.4
338,2004-06-01,2004,June,Kumuram Bheem,Kagaznagar,109.5
339,2005-06-01,2005,June,Kumuram Bheem,Kagaznagar,184.4
340,2006-06-01,2006,June,Kumuram Bheem,Kagaznagar,65.8
341,2007-06-01,2007,June,Kumuram Bheem,Kagaznagar,176.1
342,2008-06-01,2008,June,Kumuram Bheem,Kagaznagar,141.4
343,2009-06-01,2009,June,Kumuram Bheem,Kagaznagar,94.6
344,2010-06-01,2010,June,Kumuram Bheem,Kagaznagar,107.2
345,2011-06-01,2011,June,Kumuram Bheem,Kagaznagar,136.4
346,2012-06-01,2012,June,Kumuram Bheem,Kagaznagar,150.0
347,2013-06-01,2013,June,Kumuram Bheem,Kagaznagar,333.5
348,2014-06-01,2014,June,Kumuram Bheem,Kagaznagar,38.8
349,2015-06-01,2015,June,Kumuram Bheem,Kagaznagar,226.6
350,2016-06-01,2016,June,Kumuram Bheem,Kagaznagar,177.6
351,2004-06-01,2004,June,Kumuram Bheem,Sirpur_T,109.7
352,2005-06-01,2005,June,Kumuram Bheem,Sirpur_T,184.4
353,2006-06-01,2006,June,Kumuram Bheem,Sirpur_T,164.0
354,2007-06-01,2007,June,Kumuram Bheem,Sirpur_T,169.8
355,2008-06-01,2008,June,Kumuram Bheem,Sirpur_T,139.4
356,2009-06-01,2009,June,Kumuram Bheem,Sirpur_T,47.0
357,2010-06-01,2010,June,Kumuram Bheem,Sirpur_T,90.2
358,2011-06-01,2011,June,Kumuram Bheem,Sirpur_T,194.6
359,2012-06-01,2012,June,Kumuram Bheem,Sirpur_T,82.0
360,2013-06-01,2013,June,Kumuram Bheem,Sirpur_T,411.45
361,2014-06-01,2014,June,Kumuram Bheem,Sirpur_T,33.05
362,2015-06-01,2015,June,Kumuram Bheem,Sirpur_T,333.8
363,2016-06-01,2016,June,Kumuram Bheem,Sirpur_T,160.4
364,2004-06-01,2004,June,Kumuram Bheem,Kouthala,109.7
365,2005-06-01,2005,June,Kumuram Bheem,Kouthala,184.4
366,2006-06-01,2006,June,Kumuram Bheem,Kouthala,121.6
367,2007-06-01,2007,June,Kumuram Bheem,Kouthala,369.2
368,2008-06-01,2008,June,Kumuram Bheem,Kouthala,129.0
369,2009-06-01,2009,June,Kumuram Bheem,Kouthala,34.8
370,2010-06-01,2010,June,Kumuram Bheem,Kouthala,72.0
371,2011-06-01,2011,June,Kumuram Bheem,Kouthala,221.6
372,2012-06-01,2012,June,Kumuram Bheem,Kouthala,73.8
373,2013-06-01,2013,June,Kumuram Bheem,Kouthala,411.45
374,2014-06-01,2014,June,Kumuram Bheem,Kouthala,33.05
375,2015-06-01,2015,June,Kumuram Bheem,Kouthala,404.8
376,2016-06-01,2016,June,Kumuram Bheem,Kouthala,174.2
377,2004-06-01,2004,June,Kumuram Bheem,Chintalamanepally,109.7
378,2005-06-01,2005,June,Kumuram Bheem,Chintalamanepally,184.4
379,2006-06-01,2006,June,Kumuram Bheem,Chintalamanepally,121.6
380,2007-06-01,2007,June,Kumuram Bheem,Chintalamanepally,369.2
381,2008-06-01,2008,June,Kumuram Bheem,Chintalamanepally,129.0
382,2009-06-01,2009,June,Kumuram Bheem,Chintalamanepally,34.8
383,2010-06-01,2010,June,Kumuram Bheem,Chintalamanepally,72.0
384,2011-06-01,2011,June,Kumuram Bheem,Chintalamanepally,221.6
385,2012-06-01,2012,June,Kumuram Bheem,Chintalamanepally,73.8
386,2013-06-01,2013,June,Kumuram Bheem,Chintalamanepally,411.45
387,2014-06-01,2014,June,Kumuram Bheem,Chintalamanepally,33.05
388,2015-06-01,2015,June,Kumuram Bheem,Chintalamanepally,404.8
389,2016-06-01,2016,June,Kumuram Bheem,Chintalamanepally,174.2
390,2004-06-01,2004,June,Kumuram Bheem,Bejjur,193.8
391,2005-06-01,2005,June,Kumuram Bheem,Bejjur,195.7
392,2006-06-01,2006,June,Kumuram Bheem,Bejjur,123.8
393,2007-06-01,2007,June,Kumuram Bheem,Bejjur,193.0
394,2008-06-01,2008,June,Kumuram Bheem,Bejjur,195.0
395,2009-06-01,2009,June,Kumuram Bheem,Bejjur,91.4
396,2010-06-01,2010,June,Kumuram Bheem,Bejjur,63.2
397,2011-06-01,2011,June,Kumuram Bheem,Bejjur,275.2
398,2012-06-01,2012,June,Kumuram Bheem,Bejjur,67.2
399,2013-06-01,2013,June,Kumuram Bheem,Bejjur,411.45
400,2014-06-01,2014,June,Kumuram Bheem,Bejjur,42.0
401,2015-06-01,2015,June,Kumuram Bheem,Bejjur,411.45
402,2016-06-01,2016,June,Kumuram Bheem,Bejjur,301.2
403,2004-06-01,2004,June,Kumuram Bheem,Penchikalpet,193.8
404,2005-06-01,2005,June,Kumuram Bheem,Penchikalpet,195.7
405,2006-06-01,2006,June,Kumuram Bheem,Penchikalpet,123.8
406,2007-06-01,2007,June,Kumuram Bheem,Penchikalpet,193.0
407,2008-06-01,2008,June,Kumuram Bheem,Penchikalpet,195.0
408,2009-06-01,2009,June,Kumuram Bheem,Penchikalpet,91.4
409,2010-06-01,2010,June,Kumuram Bheem,Penchikalpet,63.2
410,2011-06-01,2011,June,Kumuram Bheem,Penchikalpet,275.2
411,2012-06-01,2012,June,Kumuram Bheem,Penchikalpet,67.2
412,2013-06-01,2013,June,Kumuram Bheem,Penchikalpet,411.45
413,2014-06-01,2014,June,Kumuram Bheem,Penchikalpet,42.0
414,2015-06-01,2015,June,Kumuram Bheem,Penchikalpet,411.45
415,2016-06-01,2016,June,Kumuram Bheem,Penchikalpet,301.2
416,2004-06-01,2004,June,Kumuram Bheem,Dahegaon,109.7
417,2005-06-01,2005,June,Kumuram Bheem,Dahegaon,184.4
418,2006-06-01,2006,June,Kumuram Bheem,Dahegaon,98.8
419,2007-06-01,2007,June,Kumuram Bheem,Dahegaon,154.0
420,2008-06-01,2008,June,Kumuram Bheem,Dahegaon,94.6
421,2009-06-01,2009,June,Kumuram Bheem,Dahegaon,60.4
422,2010-06-01,2010,June,Kumuram Bheem,Dahegaon,106.8
423,2011-06-01,2011,June,Kumuram Bheem,Dahegaon,262.0
424,2012-06-01,2012,June,Kumuram Bheem,Dahegaon,80.8
425,2013-06-01,2013,June,Kumuram Bheem,Dahegaon,411.45
426,2014-06-01,2014,June,Kumuram Bheem,Dahegaon,68.2
427,2015-06-01,2015,June,Kumuram Bheem,Dahegaon,411.45
428,2016-06-01,2016,June,Kumuram Bheem,Dahegaon,181.0
